epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727343806661,2024-09-26T12.43.26.661,67.435,9.512,-6.585,0.000
1727343806681,2024-09-26T12.43.26.681,67.455,6.341,-10.915,-2.012
1727343806701,2024-09-26T12.43.26.701,67.475,5.732,-3.293,-1.341
1727343806721,2024-09-26T12.43.26.721,67.495,7.500,8.902,-1.768
1727343806741,2024-09-26T12.43.26.741,67.515,7.195,6.707,-1.646
1727343806761,2024-09-26T12.43.26.761,67.535,2.439,-0.244,0.427
1727343806781,2024-09-26T12.43.26.781,67.555,-3.354,-2.134,0.854
1727343806801,2024-09-26T12.43.26.801,67.575,-0.366,3.476,-1.646
1727343806821,2024-09-26T12.43.26.821,67.595,5.183,0.366,-2.134
1727343806841,2024-09-26T12.43.26.841,67.615,6.037,-1.585,-1.646
1727343806861,2024-09-26T12.43.26.861,67.635,4.634,0.976,-7.561
1727343806881,2024-09-26T12.43.26.881,67.655,7.073,3.537,-14.329
1727343806901,2024-09-26T12.43.26.901,67.675,9.146,5.671,-17.622
1727343806921,2024-09-26T12.43.26.921,67.695,8.598,7.866,-18.780
1727343806941,2024-09-26T12.43.26.941,67.715,4.817,6.585,-20.366
1727343806961,2024-09-26T12.43.26.961,67.735,-1.098,6.890,-21.951
1727343806981,2024-09-26T12.43.26.981,67.755,-0.915,13.537,-28.171
1727343807001,2024-09-26T12.43.27.001,67.775,1.037,20.854,-29.329
1727343807021,2024-09-26T12.43.27.021,67.795,5.732,27.805,-27.134
1727343807041,2024-09-26T12.43.27.041,67.815,13.537,25.366,-25.366
1727343807061,2024-09-26T12.43.27.061,67.835,20.427,21.341,-20.366
1727343807081,2024-09-26T12.43.27.081,67.855,25.854,19.695,-9.146
1727343807101,2024-09-26T12.43.27.101,67.875,26.585,17.195,10.122
1727343807121,2024-09-26T12.43.27.121,67.895,16.341,8.293,17.195
1727343807141,2024-09-26T12.43.27.141,67.915,8.659,10.366,22.439
1727343807161,2024-09-26T12.43.27.161,67.935,12.805,26.707,32.256
1727343807181,2024-09-26T12.43.27.181,67.955,13.537,41.098,46.159
1727343807201,2024-09-26T12.43.27.201,67.975,-4.878,41.829,70.488
1727343807221,2024-09-26T12.43.27.221,67.995,-28.537,43.902,91.402
1727343807241,2024-09-26T12.43.27.241,68.015,-40.549,43.171,93.902
1727343807261,2024-09-26T12.43.27.261,68.035,-41.707,30.976,93.963
1727343807281,2024-09-26T12.43.27.281,68.055,-40.549,17.195,93.963
1727343807301,2024-09-26T12.43.27.301,68.075,-47.683,23.720,98.110
1727343807321,2024-09-26T12.43.27.321,68.095,-68.232,33.598,112.439
1727343807341,2024-09-26T12.43.27.341,68.115,-87.927,33.232,115.610
1727343807361,2024-09-26T12.43.27.361,68.135,-89.146,33.841,96.829
1727343807381,2024-09-26T12.43.27.381,68.155,-92.927,38.780,77.073
1727343807401,2024-09-26T12.43.27.401,68.175,-108.232,36.829,69.268
1727343807421,2024-09-26T12.43.27.421,68.195,-133.110,40.427,63.476
1727343807441,2024-09-26T12.43.27.441,68.215,-156.220,64.817,47.988
1727343807461,2024-09-26T12.43.27.461,68.235,-155.427,59.268,21.159
1727343807481,2024-09-26T12.43.27.481,68.255,-135.244,4.695,-8.963
1727343807501,2024-09-26T12.43.27.501,68.275,-129.268,-46.951,-44.268
1727343807521,2024-09-26T12.43.27.521,68.295,-137.134,-118.780,-90.915
1727343807541,2024-09-26T12.43.27.541,68.315,-138.659,-174.634,-149.207
1727343807561,2024-09-26T12.43.27.561,68.335,-124.939,-199.390,-200.122
1727343807581,2024-09-26T12.43.27.581,68.355,-94.756,-201.646,-231.280
1727343807601,2024-09-26T12.43.27.601,68.375,-69.329,-194.329,-247.195
1727343807621,2024-09-26T12.43.27.621,68.395,-45.061,-157.988,-250.244
1727343807641,2024-09-26T12.43.27.641,68.415,-24.573,-101.037,-249.329
1727343807661,2024-09-26T12.43.27.661,68.435,-17.317,-93.780,-222.622
1727343807681,2024-09-26T12.43.27.681,68.455,1.890,-99.207,-183.354
1727343807701,2024-09-26T12.43.27.701,68.475,53.354,-58.963,-168.841
1727343807721,2024-09-26T12.43.27.721,68.495,108.049,-24.634,-151.768
1727343807741,2024-09-26T12.43.27.741,68.515,111.951,-7.683,-108.720
1727343807761,2024-09-26T12.43.27.761,68.535,75.000,-5.793,-79.207
1727343807781,2024-09-26T12.43.27.781,68.555,83.780,18.293,-71.220
1727343807801,2024-09-26T12.43.27.801,68.575,134.268,44.390,-67.988
1727343807821,2024-09-26T12.43.27.821,68.595,157.134,33.049,-48.963
1727343807841,2024-09-26T12.43.27.841,68.615,112.744,43.110,-5.671
1727343807861,2024-09-26T12.43.27.861,68.635,68.354,140.305,23.110
1727343807881,2024-09-26T12.43.27.881,68.655,78.171,225.793,32.317
1727343807901,2024-09-26T12.43.27.901,68.675,104.817,214.817,30.305
1727343807921,2024-09-26T12.43.27.921,68.695,100.488,93.232,43.354
1727343807941,2024-09-26T12.43.27.941,68.715,55.671,30.000,55.366
1727343807961,2024-09-26T12.43.27.961,68.735,47.256,118.537,44.573
1727343807981,2024-09-26T12.43.27.981,68.755,80.427,189.695,34.390
1727343808001,2024-09-26T12.43.28.001,68.775,86.341,105.305,35.122
1727343808021,2024-09-26T12.43.28.021,68.795,38.476,6.768,38.780
1727343808041,2024-09-26T12.43.28.041,68.815,11.037,56.159,46.280
1727343808061,2024-09-26T12.43.28.061,68.835,15.671,112.073,33.659
1727343808081,2024-09-26T12.43.28.081,68.855,16.341,59.268,19.024
1727343808101,2024-09-26T12.43.28.101,68.875,-0.366,4.573,21.341
1727343808121,2024-09-26T12.43.28.121,68.895,-12.439,10.732,14.268
1727343808141,2024-09-26T12.43.28.141,68.915,-14.085,10.366,14.817
1727343808161,2024-09-26T12.43.28.161,68.935,-5.549,7.439,5.976
1727343808181,2024-09-26T12.43.28.181,68.955,-6.463,7.500,1.646
1727343808201,2024-09-26T12.43.28.201,68.975,-14.695,13.963,0.671
1727343808221,2024-09-26T12.43.28.221,68.995,-13.476,12.988,2.561
1727343808241,2024-09-26T12.43.28.241,69.015,-6.463,4.573,6.829
1727343808261,2024-09-26T12.43.28.261,69.035,-5.244,-3.963,9.695
1727343808281,2024-09-26T12.43.28.281,69.055,-9.268,0.915,11.098
1727343808301,2024-09-26T12.43.28.301,69.075,-13.841,11.585,11.585
1727343808321,2024-09-26T12.43.28.321,69.095,-8.963,7.805,10.732
1727343808341,2024-09-26T12.43.28.341,69.115,0.061,2.317,6.280
1727343808361,2024-09-26T12.43.28.361,69.135,-3.841,2.683,1.402
1727343808381,2024-09-26T12.43.28.381,69.155,-18.171,13.110,-5.122
1727343808401,2024-09-26T12.43.28.401,69.175,-22.317,27.500,-9.329
1727343808421,2024-09-26T12.43.28.421,69.195,-16.402,26.524,-11.768
1727343808441,2024-09-26T12.43.28.441,69.215,-0.183,13.415,-19.634
1727343808461,2024-09-26T12.43.28.461,69.235,3.720,7.012,-14.939
1727343808481,2024-09-26T12.43.28.481,69.255,-3.780,9.512,-8.171
1727343808501,2024-09-26T12.43.28.501,69.275,-1.159,11.220,-2.134
1727343808521,2024-09-26T12.43.28.521,69.295,4.024,16.402,-5.183
1727343808541,2024-09-26T12.43.28.541,69.315,10.244,14.207,-8.841
1727343808561,2024-09-26T12.43.28.561,69.335,4.085,-6.402,-6.159
1727343808581,2024-09-26T12.43.28.581,69.355,-4.085,-9.939,-2.927
1727343808601,2024-09-26T12.43.28.601,69.375,-2.805,6.890,-4.878
1727343808621,2024-09-26T12.43.28.621,69.395,0.732,8.963,-8.780
1727343808641,2024-09-26T12.43.28.641,69.415,3.049,1.402,-12.317
1727343808661,2024-09-26T12.43.28.661,69.435,-0.732,-1.463,-13.476
1727343808681,2024-09-26T12.43.28.681,69.455,-4.878,-1.402,-8.537
1727343808701,2024-09-26T12.43.28.701,69.475,-0.854,4.268,-2.134
1727343808721,2024-09-26T12.43.28.721,69.495,6.646,7.378,-3.963
1727343808741,2024-09-26T12.43.28.741,69.515,7.317,-7.744,-7.439
1727343808761,2024-09-26T12.43.28.761,69.535,5.061,-14.451,-4.329
1727343808781,2024-09-26T12.43.28.781,69.555,3.232,-6.159,-3.171
1727343808801,2024-09-26T12.43.28.801,69.575,1.707,0.732,-1.159
1727343808821,2024-09-26T12.43.28.821,69.595,3.171,5.854,-3.476
1727343808841,2024-09-26T12.43.28.841,69.615,4.329,4.024,-6.524
1727343808861,2024-09-26T12.43.28.861,69.635,1.829,-1.159,-5.122
1727343808881,2024-09-26T12.43.28.881,69.655,3.537,4.207,0.244
1727343808901,2024-09-26T12.43.28.901,69.675,3.902,12.439,4.634
1727343808921,2024-09-26T12.43.28.921,69.695,-3.963,0.488,11.463
1727343808941,2024-09-26T12.43.28.941,69.715,-18.902,-9.512,19.146
1727343808961,2024-09-26T12.43.28.961,69.735,-21.524,13.171,30.854
1727343808981,2024-09-26T12.43.28.981,69.755,-18.780,39.085,34.512
1727343809001,2024-09-26T12.43.29.001,69.775,-18.659,51.707,44.207
1727343809021,2024-09-26T12.43.29.021,69.795,-19.878,54.329,52.927
1727343809041,2024-09-26T12.43.29.041,69.815,-8.110,47.561,62.012
1727343809061,2024-09-26T12.43.29.061,69.835,-5.549,47.500,72.561
1727343809081,2024-09-26T12.43.29.081,69.855,0.732,58.415,87.500
1727343809101,2024-09-26T12.43.29.101,69.875,7.683,72.683,90.854
1727343809121,2024-09-26T12.43.29.121,69.895,-2.500,60.976,98.354
1727343809141,2024-09-26T12.43.29.141,69.915,-22.256,33.415,103.476
1727343809161,2024-09-26T12.43.29.161,69.935,-35.427,30.061,98.659
1727343809181,2024-09-26T12.43.29.181,69.955,-45.732,49.024,95.183
1727343809201,2024-09-26T12.43.29.201,69.975,-66.463,51.220,88.415
1727343809221,2024-09-26T12.43.29.221,69.995,-95.061,67.317,78.720
1727343809241,2024-09-26T12.43.29.241,70.015,-118.537,102.622,83.476
1727343809261,2024-09-26T12.43.29.261,70.035,-142.500,101.220,70.610
1727343809281,2024-09-26T12.43.29.281,70.055,-163.963,88.354,40.732
1727343809301,2024-09-26T12.43.29.301,70.075,-177.927,93.049,15.915
1727343809321,2024-09-26T12.43.29.321,70.095,-167.012,60.854,-3.537
1727343809341,2024-09-26T12.43.29.341,70.115,-134.817,-10.793,-33.049
1727343809361,2024-09-26T12.43.29.361,70.135,-109.512,-69.268,-69.146
1727343809381,2024-09-26T12.43.29.381,70.155,-95.183,-97.500,-87.866
1727343809401,2024-09-26T12.43.29.401,70.175,-81.220,-82.622,-86.646
1727343809421,2024-09-26T12.43.29.421,70.195,-62.744,-63.963,-106.220
1727343809441,2024-09-26T12.43.29.441,70.215,-53.902,-97.378,-149.878
1727343809461,2024-09-26T12.43.29.461,70.235,-60.732,-169.634,-186.524
1727343809481,2024-09-26T12.43.29.481,70.255,-61.585,-220.427,-209.024
1727343809501,2024-09-26T12.43.29.501,70.275,-44.207,-227.439,-226.402
1727343809521,2024-09-26T12.43.29.521,70.295,-11.829,-192.134,-230.854
1727343809541,2024-09-26T12.43.29.541,70.315,11.098,-153.476,-216.829
1727343809561,2024-09-26T12.43.29.561,70.335,26.829,-124.024,-201.585
1727343809581,2024-09-26T12.43.29.581,70.355,16.524,-100.183,-179.939
1727343809601,2024-09-26T12.43.29.601,70.375,39.390,-59.268,-150.366
1727343809621,2024-09-26T12.43.29.621,70.395,114.573,-7.256,-134.085
1727343809641,2024-09-26T12.43.29.641,70.415,154.207,23.354,-109.329
1727343809661,2024-09-26T12.43.29.661,70.435,155.244,50.671,-77.256
1727343809681,2024-09-26T12.43.29.681,70.455,163.293,83.963,-47.134
1727343809701,2024-09-26T12.43.29.701,70.475,161.220,107.378,-32.317
1727343809721,2024-09-26T12.43.29.721,70.495,143.293,117.256,-1.037
1727343809741,2024-09-26T12.43.29.741,70.515,123.902,112.012,21.159
1727343809761,2024-09-26T12.43.29.761,70.535,103.598,80.976,23.415
1727343809781,2024-09-26T12.43.29.781,70.555,87.256,53.171,13.354
1727343809801,2024-09-26T12.43.29.801,70.575,75.122,61.280,15.976
1727343809821,2024-09-26T12.43.29.821,70.595,62.622,74.573,20.976
1727343809841,2024-09-26T12.43.29.841,70.615,45.305,62.683,31.220
1727343809861,2024-09-26T12.43.29.861,70.635,28.720,58.354,36.280
1727343809881,2024-09-26T12.43.29.881,70.655,35.000,76.159,28.232
1727343809901,2024-09-26T12.43.29.901,70.675,37.256,57.561,17.500
1727343809921,2024-09-26T12.43.29.921,70.695,13.476,20.305,18.537
1727343809941,2024-09-26T12.43.29.941,70.715,-15.854,21.585,28.110
1727343809961,2024-09-26T12.43.29.961,70.735,-15.366,50.610,27.561
1727343809981,2024-09-26T12.43.29.981,70.755,1.463,71.220,2.134
1727343810001,2024-09-26T12.43.30.001,70.775,1.707,53.110,-6.463
1727343810021,2024-09-26T12.43.30.021,70.795,-17.317,14.024,1.951
1727343810041,2024-09-26T12.43.30.041,70.815,-22.561,-9.146,8.841
1727343810061,2024-09-26T12.43.30.061,70.835,-5.793,-0.244,6.220
1727343810081,2024-09-26T12.43.30.081,70.855,6.341,19.329,1.768
1727343810101,2024-09-26T12.43.30.101,70.875,-0.366,18.171,3.110
1727343810121,2024-09-26T12.43.30.121,70.895,-9.390,9.695,4.573
1727343810141,2024-09-26T12.43.30.141,70.915,-9.695,10.000,5.000
1727343810161,2024-09-26T12.43.30.161,70.935,-1.280,5.793,0.061
1727343810181,2024-09-26T12.43.30.181,70.955,8.780,-0.488,-2.561
1727343810201,2024-09-26T12.43.30.201,70.975,3.415,-2.622,0.427
1727343810221,2024-09-26T12.43.30.221,70.995,-5.671,-11.280,0.915
1727343810241,2024-09-26T12.43.30.241,71.015,-7.195,-16.220,-0.244
1727343810261,2024-09-26T12.43.30.261,71.035,-1.159,-5.183,-2.256
1727343810281,2024-09-26T12.43.30.281,71.055,2.012,4.207,-2.134
1727343810301,2024-09-26T12.43.30.301,71.075,-2.317,4.756,-0.732
1727343810321,2024-09-26T12.43.30.321,71.095,-8.476,7.561,-1.890
1727343810341,2024-09-26T12.43.30.341,71.115,-9.878,6.951,-2.927
1727343810361,2024-09-26T12.43.30.361,71.135,-3.476,3.049,-1.402
1727343810381,2024-09-26T12.43.30.381,71.155,0.610,11.098,0.610
1727343810401,2024-09-26T12.43.30.401,71.175,-1.646,14.634,-1.159
1727343810421,2024-09-26T12.43.30.421,71.195,-7.500,6.402,-3.049
1727343810441,2024-09-26T12.43.30.441,71.215,-6.585,4.451,-4.756
1727343810461,2024-09-26T12.43.30.461,71.235,-1.646,17.805,-8.232
1727343810481,2024-09-26T12.43.30.481,71.255,-6.280,23.537,-15.854
1727343810501,2024-09-26T12.43.30.501,71.275,-8.598,17.256,-21.768
1727343810521,2024-09-26T12.43.30.521,71.295,-7.683,14.207,-19.756
1727343810541,2024-09-26T12.43.30.541,71.315,-10.122,30.793,-3.841
1727343810561,2024-09-26T12.43.30.561,71.335,-18.110,56.707,-0.732
1727343810581,2024-09-26T12.43.30.581,71.355,-17.378,68.659,3.537
1727343810601,2024-09-26T12.43.30.601,71.375,-11.951,66.524,10.915
1727343810621,2024-09-26T12.43.30.621,71.395,-12.927,52.195,21.951
1727343810641,2024-09-26T12.43.30.641,71.415,-18.476,50.305,38.232
1727343810661,2024-09-26T12.43.30.661,71.435,-30.610,50.793,54.146
1727343810681,2024-09-26T12.43.30.681,71.455,-41.098,44.146,67.256
1727343810701,2024-09-26T12.43.30.701,71.475,-40.366,40.000,72.683
1727343810721,2024-09-26T12.43.30.721,71.495,-31.524,38.963,74.512
1727343810741,2024-09-26T12.43.30.741,71.515,-19.573,44.024,66.463
1727343810761,2024-09-26T12.43.30.761,71.535,-18.841,47.378,58.780
1727343810781,2024-09-26T12.43.30.781,71.555,-29.024,52.195,70.305
1727343810801,2024-09-26T12.43.30.801,71.575,-31.707,51.098,77.500
1727343810821,2024-09-26T12.43.30.821,71.595,-38.720,25.976,72.927
1727343810841,2024-09-26T12.43.30.841,71.615,-54.024,-8.110,78.780
1727343810861,2024-09-26T12.43.30.861,71.635,-58.354,-17.683,79.268
1727343810881,2024-09-26T12.43.30.881,71.655,-78.720,-13.354,101.037
1727343810901,2024-09-26T12.43.30.901,71.675,-105.610,-17.256,122.561
1727343810921,2024-09-26T12.43.30.921,71.695,-94.939,34.939,113.232
1727343810941,2024-09-26T12.43.30.941,71.715,-84.085,79.207,81.402
1727343810961,2024-09-26T12.43.30.961,71.735,-80.854,63.841,55.305
1727343810981,2024-09-26T12.43.30.981,71.755,-90.000,52.012,29.512
1727343811001,2024-09-26T12.43.31.001,71.775,-118.537,7.256,17.439
1727343811021,2024-09-26T12.43.31.021,71.795,-125.488,-42.378,-5.000
1727343811041,2024-09-26T12.43.31.041,71.815,-118.293,-99.085,-43.902
1727343811061,2024-09-26T12.43.31.061,71.835,-109.939,-148.902,-85.061
1727343811081,2024-09-26T12.43.31.081,71.855,-115.183,-180.366,-103.780
1727343811101,2024-09-26T12.43.31.101,71.875,-125.488,-180.183,-105.915
1727343811121,2024-09-26T12.43.31.121,71.895,-115.610,-169.817,-120.610
1727343811141,2024-09-26T12.43.31.141,71.915,-96.524,-174.024,-145.427
1727343811161,2024-09-26T12.43.31.161,71.935,-86.220,-180.732,-178.598
1727343811181,2024-09-26T12.43.31.181,71.955,-85.610,-191.951,-214.512
1727343811201,2024-09-26T12.43.31.201,71.975,-76.341,-197.134,-232.988
1727343811221,2024-09-26T12.43.31.221,71.995,-60.488,-198.476,-225.671
1727343811241,2024-09-26T12.43.31.241,72.015,-46.951,-207.866,-192.073
1727343811261,2024-09-26T12.43.31.261,72.035,-41.829,-180.000,-168.049
1727343811281,2024-09-26T12.43.31.281,72.055,-17.317,-107.317,-170.183
1727343811301,2024-09-26T12.43.31.301,72.075,43.720,-38.902,-193.476
1727343811321,2024-09-26T12.43.31.321,72.095,89.756,-16.341,-203.415
1727343811341,2024-09-26T12.43.31.341,72.115,70.122,-17.561,-171.524
1727343811361,2024-09-26T12.43.31.361,72.135,89.512,10.061,-128.232
1727343811381,2024-09-26T12.43.31.381,72.155,138.476,66.159,-86.768
1727343811401,2024-09-26T12.43.31.401,72.175,190.732,106.768,-71.280
1727343811421,2024-09-26T12.43.31.421,72.195,198.780,132.073,-53.415
1727343811441,2024-09-26T12.43.31.441,72.215,135.000,174.695,-15.732
1727343811461,2024-09-26T12.43.31.461,72.235,77.378,205.976,1.037
1727343811481,2024-09-26T12.43.31.481,72.255,83.293,183.598,7.683
1727343811501,2024-09-26T12.43.31.501,72.275,89.695,169.146,15.000
1727343811521,2024-09-26T12.43.31.521,72.295,60.793,152.927,25.427
1727343811541,2024-09-26T12.43.31.541,72.315,17.256,121.159,40.732
1727343811561,2024-09-26T12.43.31.561,72.335,-1.890,120.793,52.317
1727343811581,2024-09-26T12.43.31.581,72.355,25.366,147.073,41.646
1727343811601,2024-09-26T12.43.31.601,72.375,48.232,156.159,20.488
1727343811621,2024-09-26T12.43.31.621,72.395,34.878,134.085,8.171
1727343811641,2024-09-26T12.43.31.641,72.415,0.488,93.293,18.537
1727343811661,2024-09-26T12.43.31.661,72.435,-2.378,68.598,28.598
1727343811681,2024-09-26T12.43.31.681,72.455,17.866,71.037,18.232
1727343811701,2024-09-26T12.43.31.701,72.475,18.720,79.268,7.500
1727343811721,2024-09-26T12.43.31.721,72.495,-0.427,72.561,4.451
1727343811741,2024-09-26T12.43.31.741,72.515,-15.671,48.902,8.476
1727343811761,2024-09-26T12.43.31.761,72.535,-8.841,24.634,9.939
1727343811781,2024-09-26T12.43.31.781,72.555,2.012,12.134,3.963
1727343811801,2024-09-26T12.43.31.801,72.575,0.183,25.000,3.598
1727343811821,2024-09-26T12.43.31.821,72.595,-7.256,39.085,2.439
1727343811841,2024-09-26T12.43.31.841,72.615,-11.037,33.232,2.317
1727343811861,2024-09-26T12.43.31.861,72.635,-6.890,16.402,-2.622
1727343811881,2024-09-26T12.43.31.881,72.655,-0.366,-2.805,-6.768
1727343811901,2024-09-26T12.43.31.901,72.675,-0.061,-15.915,-3.841
1727343811921,2024-09-26T12.43.31.921,72.695,-2.073,-12.500,-0.122
1727343811941,2024-09-26T12.43.31.941,72.715,-1.280,7.134,2.317
1727343811961,2024-09-26T12.43.31.961,72.735,-0.427,8.841,2.134
1727343811981,2024-09-26T12.43.31.981,72.755,-0.671,-3.232,2.683
1727343812001,2024-09-26T12.43.32.001,72.775,2.134,-9.756,0.732
1727343812021,2024-09-26T12.43.32.021,72.795,4.024,-15.305,1.951
1727343812041,2024-09-26T12.43.32.041,72.815,0.305,-10.610,3.415
1727343812061,2024-09-26T12.43.32.061,72.835,-2.134,9.817,0.976
1727343812081,2024-09-26T12.43.32.081,72.855,-4.085,15.305,0.488
1727343812101,2024-09-26T12.43.32.101,72.875,-1.646,9.512,-2.927
1727343812121,2024-09-26T12.43.32.121,72.895,1.098,5.488,-3.963
1727343812141,2024-09-26T12.43.32.141,72.915,-1.159,4.817,-3.841
1727343812161,2024-09-26T12.43.32.161,72.935,-2.500,7.988,-2.439
1727343812181,2024-09-26T12.43.32.181,72.955,-2.805,21.280,-5.000
1727343812201,2024-09-26T12.43.32.201,72.975,0.732,28.902,-9.756
1727343812221,2024-09-26T12.43.32.221,72.995,1.585,20.366,-7.561
1727343812241,2024-09-26T12.43.32.241,73.015,-1.280,14.024,-3.598
1727343812261,2024-09-26T12.43.32.261,73.035,-1.037,19.390,-2.012
1727343812281,2024-09-26T12.43.32.281,73.055,0.854,22.988,-3.171
1727343812301,2024-09-26T12.43.32.301,73.075,1.585,12.317,-2.927
1727343812321,2024-09-26T12.43.32.321,73.095,0.915,-1.585,-0.854
1727343812341,2024-09-26T12.43.32.341,73.115,1.098,-3.293,1.402
1727343812361,2024-09-26T12.43.32.361,73.135,3.537,4.451,1.707
1727343812381,2024-09-26T12.43.32.381,73.155,6.646,12.500,1.646
1727343812401,2024-09-26T12.43.32.401,73.175,6.707,19.512,0.854
1727343812421,2024-09-26T12.43.32.421,73.195,5.915,22.378,0.793
1727343812441,2024-09-26T12.43.32.441,73.215,7.256,22.134,3.963
1727343812461,2024-09-26T12.43.32.461,73.235,9.146,19.634,5.427
1727343812481,2024-09-26T12.43.32.481,73.255,9.878,18.659,7.622
1727343812501,2024-09-26T12.43.32.501,73.275,7.256,26.037,11.037
1727343812521,2024-09-26T12.43.32.521,73.295,3.049,35.854,11.829
1727343812541,2024-09-26T12.43.32.541,73.315,-1.524,42.256,12.622
1727343812561,2024-09-26T12.43.32.561,73.335,-7.134,56.037,19.756
1727343812581,2024-09-26T12.43.32.581,73.355,-10.061,74.268,31.829
1727343812601,2024-09-26T12.43.32.601,73.375,-14.146,77.805,50.549
1727343812621,2024-09-26T12.43.32.621,73.395,-27.439,73.963,70.122
1727343812641,2024-09-26T12.43.32.641,73.415,-28.171,85.732,77.378
1727343812661,2024-09-26T12.43.32.661,73.435,-28.598,90.061,80.244
1727343812681,2024-09-26T12.43.32.681,73.455,-36.159,70.427,95.305
1727343812701,2024-09-26T12.43.32.701,73.475,-47.012,34.573,94.207
1727343812721,2024-09-26T12.43.32.721,73.495,-54.695,4.573,86.341
1727343812741,2024-09-26T12.43.32.741,73.515,-56.890,-5.732,82.378
1727343812761,2024-09-26T12.43.32.761,73.535,-65.671,-8.049,80.793
1727343812781,2024-09-26T12.43.32.781,73.555,-95.305,-5.244,83.841
1727343812801,2024-09-26T12.43.32.801,73.575,-130.854,-2.256,92.256
1727343812821,2024-09-26T12.43.32.821,73.595,-145.366,7.134,94.451
1727343812841,2024-09-26T12.43.32.841,73.615,-147.134,15.305,78.354
1727343812861,2024-09-26T12.43.32.861,73.635,-140.061,30.671,58.720
1727343812881,2024-09-26T12.43.32.881,73.655,-139.512,71.646,45.305
1727343812901,2024-09-26T12.43.32.901,73.675,-166.524,63.293,23.659
1727343812921,2024-09-26T12.43.32.921,73.695,-150.244,-10.305,-13.720
1727343812941,2024-09-26T12.43.32.941,73.715,-97.866,-60.854,-51.463
1727343812961,2024-09-26T12.43.32.961,73.735,-62.073,-75.488,-76.280
1727343812981,2024-09-26T12.43.32.981,73.755,-68.354,-97.500,-92.378
1727343813001,2024-09-26T12.43.33.001,73.775,-85.549,-125.793,-103.354
1727343813021,2024-09-26T12.43.33.021,73.795,-75.244,-147.500,-118.476
1727343813041,2024-09-26T12.43.33.041,73.815,-51.829,-156.524,-142.012
1727343813061,2024-09-26T12.43.33.061,73.835,-47.134,-151.159,-172.683
1727343813081,2024-09-26T12.43.33.081,73.855,-61.585,-160.061,-201.707
1727343813101,2024-09-26T12.43.33.101,73.875,-74.939,-179.817,-218.049
1727343813121,2024-09-26T12.43.33.121,73.895,-69.085,-201.220,-205.610
1727343813141,2024-09-26T12.43.33.141,73.915,-48.110,-196.646,-189.329
1727343813161,2024-09-26T12.43.33.161,73.935,-14.451,-176.037,-176.402
1727343813181,2024-09-26T12.43.33.181,73.955,20.183,-169.817,-168.963
1727343813201,2024-09-26T12.43.33.201,73.975,50.732,-142.866,-172.134
1727343813221,2024-09-26T12.43.33.221,73.995,83.963,-91.524,-148.232
1727343813241,2024-09-26T12.43.33.241,74.015,110.671,-27.927,-115.061
1727343813261,2024-09-26T12.43.33.261,74.035,108.963,31.585,-93.537
1727343813281,2024-09-26T12.43.33.281,74.055,119.939,81.098,-96.402
1727343813301,2024-09-26T12.43.33.301,74.075,142.439,116.890,-85.976
1727343813321,2024-09-26T12.43.33.321,74.095,144.146,105.183,-67.622
1727343813341,2024-09-26T12.43.33.341,74.115,135.061,75.305,-35.610
1727343813361,2024-09-26T12.43.33.361,74.135,110.976,107.317,-7.622
1727343813381,2024-09-26T12.43.33.381,74.155,83.841,145.854,-2.134
1727343813401,2024-09-26T12.43.33.401,74.175,77.317,135.366,5.000
1727343813421,2024-09-26T12.43.33.421,74.195,64.146,126.220,14.268
1727343813441,2024-09-26T12.43.33.441,74.215,39.817,120.183,12.317
1727343813461,2024-09-26T12.43.33.461,74.235,26.890,104.146,4.817
1727343813481,2024-09-26T12.43.33.481,74.255,24.268,92.500,7.866
1727343813501,2024-09-26T12.43.33.501,74.275,25.305,98.110,15.183
1727343813521,2024-09-26T12.43.33.521,74.295,22.561,100.610,19.634
1727343813541,2024-09-26T12.43.33.541,74.315,1.037,83.293,17.683
1727343813561,2024-09-26T12.43.33.561,74.335,-13.171,66.890,15.305
1727343813581,2024-09-26T12.43.33.581,74.355,1.098,70.000,10.854
1727343813601,2024-09-26T12.43.33.601,74.375,11.402,63.537,13.902
1727343813621,2024-09-26T12.43.33.621,74.395,-7.073,50.915,13.232
1727343813641,2024-09-26T12.43.33.641,74.415,-26.220,48.537,8.415
1727343813661,2024-09-26T12.43.33.661,74.435,-28.963,49.329,11.463
1727343813681,2024-09-26T12.43.33.681,74.455,-12.317,30.366,6.646
1727343813701,2024-09-26T12.43.33.701,74.475,4.695,-2.256,4.451
1727343813721,2024-09-26T12.43.33.721,74.495,-6.220,-12.561,5.427
1727343813741,2024-09-26T12.43.33.741,74.515,-17.805,-1.220,4.451
1727343813761,2024-09-26T12.43.33.761,74.535,-12.073,12.561,5.366
1727343813781,2024-09-26T12.43.33.781,74.555,4.878,15.732,3.476
1727343813801,2024-09-26T12.43.33.801,74.575,6.951,6.463,4.512
1727343813821,2024-09-26T12.43.33.821,74.595,-2.378,3.232,6.402
1727343813841,2024-09-26T12.43.33.841,74.615,-8.171,4.085,8.720
1727343813861,2024-09-26T12.43.33.861,74.635,-7.683,7.744,5.671
1727343813881,2024-09-26T12.43.33.881,74.655,-2.378,7.134,0.427
1727343813901,2024-09-26T12.43.33.901,74.675,-2.744,-2.256,1.341
