epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727343320902,2024-09-26T12.35.20.902,12.060,0.239,-0.149,1.003
1727343320922,2024-09-26T12.35.20.922,12.080,0.284,-0.161,0.996
1727343320942,2024-09-26T12.35.20.942,12.100,0.273,-0.133,0.944
1727343320962,2024-09-26T12.35.20.962,12.120,0.237,-0.131,0.927
1727343320982,2024-09-26T12.35.20.982,12.140,0.235,-0.177,0.947
1727343321002,2024-09-26T12.35.21.002,12.160,0.339,-0.188,0.977
1727343321022,2024-09-26T12.35.21.022,12.180,0.397,-0.189,0.962
1727343321042,2024-09-26T12.35.21.042,12.200,0.297,-0.188,0.949
1727343321062,2024-09-26T12.35.21.062,12.220,0.284,-0.182,0.906
1727343321082,2024-09-26T12.35.21.082,12.240,0.340,-0.170,0.903
1727343321102,2024-09-26T12.35.21.102,12.260,0.330,-0.187,0.946
1727343321122,2024-09-26T12.35.21.122,12.280,0.218,-0.166,0.951
1727343321142,2024-09-26T12.35.21.142,12.300,0.154,-0.144,0.918
1727343321162,2024-09-26T12.35.21.162,12.320,0.213,-0.172,0.909
1727343321182,2024-09-26T12.35.21.182,12.340,0.334,-0.199,0.939
1727343321202,2024-09-26T12.35.21.202,12.360,0.358,-0.201,0.978
1727343321222,2024-09-26T12.35.21.222,12.380,0.138,-0.158,0.925
1727343321242,2024-09-26T12.35.21.242,12.400,0.100,-0.159,0.876
1727343321262,2024-09-26T12.35.21.262,12.420,0.293,-0.218,0.939
1727343321282,2024-09-26T12.35.21.282,12.440,0.315,-0.245,0.965
1727343321302,2024-09-26T12.35.21.302,12.460,0.088,-0.222,0.945
1727343321322,2024-09-26T12.35.21.322,12.480,-0.145,-0.234,0.945
1727343321342,2024-09-26T12.35.21.342,12.500,-0.006,-0.237,0.974
1727343321362,2024-09-26T12.35.21.362,12.520,0.114,-0.235,0.985
1727343321382,2024-09-26T12.35.21.382,12.540,0.097,-0.218,0.954
1727343321402,2024-09-26T12.35.21.402,12.560,-0.025,-0.208,0.921
1727343321422,2024-09-26T12.35.21.422,12.580,-0.132,-0.200,0.939
1727343321442,2024-09-26T12.35.21.442,12.600,-0.115,-0.217,0.961
1727343321462,2024-09-26T12.35.21.462,12.620,0.112,-0.243,1.017
1727343321482,2024-09-26T12.35.21.482,12.640,0.216,-0.249,1.066
1727343321502,2024-09-26T12.35.21.502,12.660,0.120,-0.204,0.996
1727343321522,2024-09-26T12.35.21.522,12.680,0.048,-0.206,0.927
1727343321542,2024-09-26T12.35.21.542,12.700,0.038,-0.224,0.975
1727343321562,2024-09-26T12.35.21.562,12.720,0.107,-0.237,1.058
1727343321582,2024-09-26T12.35.21.582,12.740,0.104,-0.184,0.987
1727343321602,2024-09-26T12.35.21.602,12.760,0.050,-0.142,0.910
1727343321622,2024-09-26T12.35.21.622,12.780,0.077,-0.144,0.889
1727343321642,2024-09-26T12.35.21.642,12.800,0.192,-0.160,0.961
1727343321662,2024-09-26T12.35.21.662,12.820,0.153,-0.175,0.961
1727343321682,2024-09-26T12.35.21.682,12.840,0.046,-0.140,0.913
1727343321702,2024-09-26T12.35.21.702,12.860,0.045,-0.139,0.919
1727343321722,2024-09-26T12.35.21.722,12.880,0.085,-0.155,0.987
1727343321742,2024-09-26T12.35.21.742,12.900,0.106,-0.166,1.005
1727343321762,2024-09-26T12.35.21.762,12.920,0.136,-0.169,1.003
1727343321782,2024-09-26T12.35.21.782,12.940,0.115,-0.167,0.971
1727343321802,2024-09-26T12.35.21.802,12.960,0.099,-0.130,0.963
1727343321822,2024-09-26T12.35.21.822,12.980,0.112,-0.106,0.974
1727343321842,2024-09-26T12.35.21.842,13.000,0.111,-0.090,0.941
1727343321862,2024-09-26T12.35.21.862,13.020,0.198,-0.080,0.913
1727343321882,2024-09-26T12.35.21.882,13.040,0.130,-0.078,0.879
1727343321902,2024-09-26T12.35.21.902,13.060,0.025,-0.071,0.891
1727343321922,2024-09-26T12.35.21.922,13.080,-0.000,-0.117,0.962
1727343321942,2024-09-26T12.35.21.942,13.100,-0.034,-0.122,0.997
1727343321962,2024-09-26T12.35.21.962,13.120,-0.100,-0.130,1.036
1727343321982,2024-09-26T12.35.21.982,13.140,-0.124,-0.131,1.066
1727343322002,2024-09-26T12.35.22.002,13.160,-0.228,-0.120,1.083
1727343322022,2024-09-26T12.35.22.022,13.180,-0.235,-0.127,1.066
1727343322042,2024-09-26T12.35.22.042,13.200,-0.069,-0.140,1.052
1727343322062,2024-09-26T12.35.22.062,13.220,0.020,-0.151,1.008
1727343322082,2024-09-26T12.35.22.082,13.240,-0.047,-0.116,0.942
1727343322102,2024-09-26T12.35.22.102,13.260,-0.043,-0.079,0.935
1727343322122,2024-09-26T12.35.22.122,13.280,0.085,-0.132,1.068
1727343322142,2024-09-26T12.35.22.142,13.300,0.072,-0.234,1.091
1727343322162,2024-09-26T12.35.22.162,13.320,-0.009,-0.189,1.014
1727343322182,2024-09-26T12.35.22.182,13.340,-0.014,-0.199,0.984
1727343322202,2024-09-26T12.35.22.202,13.360,0.116,-0.222,1.079
1727343322222,2024-09-26T12.35.22.222,13.380,0.156,-0.225,1.119
1727343322242,2024-09-26T12.35.22.242,13.400,0.054,-0.180,1.005
1727343322262,2024-09-26T12.35.22.262,13.420,-0.005,-0.141,0.903
1727343322282,2024-09-26T12.35.22.282,13.440,0.052,-0.119,0.896
1727343322302,2024-09-26T12.35.22.302,13.460,0.192,-0.113,0.959
1727343322322,2024-09-26T12.35.22.322,13.480,0.151,-0.094,0.921
1727343322342,2024-09-26T12.35.22.342,13.500,0.036,-0.041,0.839
1727343322362,2024-09-26T12.35.22.362,13.520,0.034,-0.051,0.833
1727343322382,2024-09-26T12.35.22.382,13.540,0.164,-0.095,0.862
1727343322402,2024-09-26T12.35.22.402,13.560,0.206,-0.070,0.929
1727343322422,2024-09-26T12.35.22.422,13.580,0.162,-0.038,0.912
1727343322442,2024-09-26T12.35.22.442,13.600,0.092,-0.029,0.836
1727343322462,2024-09-26T12.35.22.462,13.620,0.080,-0.015,0.825
1727343322482,2024-09-26T12.35.22.482,13.640,0.214,-0.048,0.915
1727343322502,2024-09-26T12.35.22.502,13.660,0.219,-0.053,0.949
1727343322522,2024-09-26T12.35.22.522,13.680,0.074,-0.029,0.916
1727343322542,2024-09-26T12.35.22.542,13.700,0.045,-0.059,0.903
1727343322562,2024-09-26T12.35.22.562,13.720,0.125,-0.081,0.929
1727343322582,2024-09-26T12.35.22.582,13.740,0.162,-0.051,0.998
1727343322602,2024-09-26T12.35.22.602,13.760,0.083,-0.023,0.980
1727343322622,2024-09-26T12.35.22.622,13.780,0.102,-0.032,0.955
1727343322642,2024-09-26T12.35.22.642,13.800,0.181,-0.096,0.963
1727343322662,2024-09-26T12.35.22.662,13.820,0.098,-0.053,0.941
1727343322682,2024-09-26T12.35.22.682,13.840,0.093,-0.031,0.955
1727343322702,2024-09-26T12.35.22.702,13.860,0.193,-0.059,0.993
1727343322722,2024-09-26T12.35.22.722,13.880,0.222,-0.083,0.981
1727343322742,2024-09-26T12.35.22.742,13.900,0.174,-0.059,0.941
1727343322762,2024-09-26T12.35.22.762,13.920,0.182,-0.050,0.975
1727343322782,2024-09-26T12.35.22.782,13.940,0.276,-0.073,1.021
1727343322802,2024-09-26T12.35.22.802,13.960,0.298,-0.061,0.991
1727343322822,2024-09-26T12.35.22.822,13.980,0.231,-0.043,0.938
1727343322842,2024-09-26T12.35.22.842,14.000,0.290,-0.042,0.954
1727343322862,2024-09-26T12.35.22.862,14.020,0.407,-0.062,1.006
1727343322882,2024-09-26T12.35.22.882,14.040,0.361,-0.060,1.004
1727343322902,2024-09-26T12.35.22.902,14.060,0.244,-0.033,0.963
1727343322922,2024-09-26T12.35.22.922,14.080,0.214,-0.047,0.962
1727343322942,2024-09-26T12.35.22.942,14.100,0.226,-0.071,0.981
1727343322962,2024-09-26T12.35.22.962,14.120,0.226,-0.071,1.010
1727343322982,2024-09-26T12.35.22.982,14.140,0.216,-0.060,0.997
1727343323002,2024-09-26T12.35.23.002,14.160,0.203,-0.032,0.964
1727343323022,2024-09-26T12.35.23.022,14.180,0.243,-0.066,0.958
1727343323042,2024-09-26T12.35.23.042,14.200,0.283,-0.061,0.939
1727343323062,2024-09-26T12.35.23.062,14.220,0.297,-0.065,0.971
1727343323082,2024-09-26T12.35.23.082,14.240,0.279,-0.066,0.981
1727343323102,2024-09-26T12.35.23.102,14.260,0.222,-0.063,0.966
1727343323122,2024-09-26T12.35.23.122,14.280,0.228,-0.067,0.970
1727343323142,2024-09-26T12.35.23.142,14.300,0.240,-0.065,0.972
1727343323162,2024-09-26T12.35.23.162,14.320,0.226,-0.066,0.972
1727343323182,2024-09-26T12.35.23.182,14.340,0.251,-0.077,0.966
1727343323202,2024-09-26T12.35.23.202,14.360,0.269,-0.079,0.951
1727343323222,2024-09-26T12.35.23.222,14.380,0.318,-0.091,0.949
1727343323242,2024-09-26T12.35.23.242,14.400,0.318,-0.103,0.961
1727343323262,2024-09-26T12.35.23.262,14.420,0.218,-0.094,0.945
1727343323282,2024-09-26T12.35.23.282,14.440,0.154,-0.087,0.939
1727343323302,2024-09-26T12.35.23.302,14.460,0.197,-0.098,0.968
1727343323322,2024-09-26T12.35.23.322,14.480,0.295,-0.121,0.967
1727343323342,2024-09-26T12.35.23.342,14.500,0.175,-0.118,0.966
1727343323362,2024-09-26T12.35.23.362,14.520,0.142,-0.116,0.966
1727343323382,2024-09-26T12.35.23.382,14.540,0.205,-0.125,0.964
1727343323402,2024-09-26T12.35.23.402,14.560,0.237,-0.136,0.937
1727343323422,2024-09-26T12.35.23.422,14.580,0.143,-0.098,0.924
1727343323442,2024-09-26T12.35.23.442,14.600,0.135,-0.111,0.952
1727343323462,2024-09-26T12.35.23.462,14.620,0.130,-0.134,0.964
1727343323482,2024-09-26T12.35.23.482,14.640,0.182,-0.131,0.968
1727343323502,2024-09-26T12.35.23.502,14.660,0.087,-0.118,0.947
1727343323522,2024-09-26T12.35.23.522,14.680,-0.046,-0.117,0.940
1727343323542,2024-09-26T12.35.23.542,14.700,0.019,-0.127,0.937
1727343323562,2024-09-26T12.35.23.562,14.720,0.048,-0.138,0.934
1727343323582,2024-09-26T12.35.23.582,14.740,0.109,-0.137,0.919
1727343323602,2024-09-26T12.35.23.602,14.760,-0.014,-0.113,0.891
1727343323622,2024-09-26T12.35.23.622,14.780,-0.047,-0.148,0.900
1727343323642,2024-09-26T12.35.23.642,14.800,-0.036,-0.172,0.935
1727343323662,2024-09-26T12.35.23.662,14.820,0.014,-0.131,0.939
1727343323682,2024-09-26T12.35.23.682,14.840,0.006,-0.136,0.924
1727343323702,2024-09-26T12.35.23.702,14.860,0.009,-0.164,0.934
1727343323722,2024-09-26T12.35.23.722,14.880,0.031,-0.191,0.986
1727343323742,2024-09-26T12.35.23.742,14.900,-0.009,-0.220,0.990
1727343323762,2024-09-26T12.35.23.762,14.920,-0.000,-0.204,0.999
1727343323782,2024-09-26T12.35.23.782,14.940,0.009,-0.217,1.026
1727343323802,2024-09-26T12.35.23.802,14.960,-0.039,-0.235,1.044
1727343323822,2024-09-26T12.35.23.822,14.980,-0.100,-0.236,1.023
1727343323842,2024-09-26T12.35.23.842,15.000,-0.050,-0.195,1.008
1727343323862,2024-09-26T12.35.23.862,15.020,-0.002,-0.173,1.019
1727343323882,2024-09-26T12.35.23.882,15.040,-0.064,-0.176,1.019
1727343323902,2024-09-26T12.35.23.902,15.060,-0.100,-0.159,0.987
1727343323922,2024-09-26T12.35.23.922,15.080,-0.053,-0.135,0.967
1727343323942,2024-09-26T12.35.23.942,15.100,0.074,-0.123,0.925
1727343323962,2024-09-26T12.35.23.962,15.120,0.062,-0.099,0.907
1727343323982,2024-09-26T12.35.23.982,15.140,-0.075,-0.137,0.969
1727343324002,2024-09-26T12.35.24.002,15.160,-0.105,-0.160,0.969
1727343324022,2024-09-26T12.35.24.022,15.180,-0.005,-0.132,0.932
1727343324042,2024-09-26T12.35.24.042,15.200,-0.237,-0.097,0.903
1727343324062,2024-09-26T12.35.24.062,15.220,-0.337,-0.103,0.991
1727343324082,2024-09-26T12.35.24.082,15.240,-0.197,-0.134,1.063
1727343324102,2024-09-26T12.35.24.102,15.260,-0.140,-0.110,1.026
1727343324122,2024-09-26T12.35.24.122,15.280,-0.064,-0.118,0.992
1727343324142,2024-09-26T12.35.24.142,15.300,0.029,-0.147,1.029
1727343324162,2024-09-26T12.35.24.162,15.320,0.053,-0.131,1.050
1727343324182,2024-09-26T12.35.24.182,15.340,-0.011,-0.114,1.020
1727343324202,2024-09-26T12.35.24.202,15.360,-0.067,-0.121,0.985
1727343324222,2024-09-26T12.35.24.222,15.380,-0.054,-0.107,0.975
1727343324242,2024-09-26T12.35.24.242,15.400,-0.104,-0.097,1.001
1727343324262,2024-09-26T12.35.24.262,15.420,-0.114,-0.094,0.999
1727343324282,2024-09-26T12.35.24.282,15.440,-0.110,-0.104,0.988
1727343324302,2024-09-26T12.35.24.302,15.460,-0.114,-0.120,0.955
1727343324322,2024-09-26T12.35.24.322,15.480,-0.119,-0.099,0.923
1727343324342,2024-09-26T12.35.24.342,15.500,-0.035,-0.081,0.925
1727343324362,2024-09-26T12.35.24.362,15.520,-0.018,-0.077,0.939
1727343324382,2024-09-26T12.35.24.382,15.540,-0.096,-0.117,0.904
1727343324402,2024-09-26T12.35.24.402,15.560,-0.076,-0.147,0.868
1727343324422,2024-09-26T12.35.24.422,15.580,-0.059,-0.117,0.851
1727343324442,2024-09-26T12.35.24.442,15.600,-0.115,-0.075,0.891
1727343324462,2024-09-26T12.35.24.462,15.620,-0.015,-0.130,0.889
1727343324482,2024-09-26T12.35.24.482,15.640,-0.016,-0.199,0.850
1727343324502,2024-09-26T12.35.24.502,15.660,0.033,-0.273,0.846
1727343324522,2024-09-26T12.35.24.522,15.680,0.003,-0.237,0.917
1727343324542,2024-09-26T12.35.24.542,15.700,-0.005,-0.194,1.003
1727343324562,2024-09-26T12.35.24.562,15.720,0.074,-0.230,0.969
1727343324582,2024-09-26T12.35.24.582,15.740,0.065,-0.312,0.937
1727343324602,2024-09-26T12.35.24.602,15.760,0.025,-0.301,0.954
1727343324622,2024-09-26T12.35.24.622,15.780,-0.003,-0.267,1.038
1727343324642,2024-09-26T12.35.24.642,15.800,0.105,-0.317,1.122
1727343324662,2024-09-26T12.35.24.662,15.820,0.169,-0.316,1.033
1727343324682,2024-09-26T12.35.24.682,15.840,0.036,-0.292,0.969
1727343324702,2024-09-26T12.35.24.702,15.860,0.090,-0.336,0.974
1727343324722,2024-09-26T12.35.24.722,15.880,0.180,-0.321,0.984
1727343324742,2024-09-26T12.35.24.742,15.900,0.202,-0.293,0.998
1727343324762,2024-09-26T12.35.24.762,15.920,0.151,-0.246,1.026
1727343324782,2024-09-26T12.35.24.782,15.940,0.110,-0.251,1.027
1727343324802,2024-09-26T12.35.24.802,15.960,-0.036,-0.236,0.892
1727343324822,2024-09-26T12.35.24.822,15.980,0.103,-0.256,0.843
1727343324842,2024-09-26T12.35.24.842,16.000,0.267,-0.249,0.948
1727343324862,2024-09-26T12.35.24.862,16.020,0.146,-0.202,1.030
1727343324882,2024-09-26T12.35.24.882,16.040,0.060,-0.170,0.926
1727343324902,2024-09-26T12.35.24.902,16.060,0.020,-0.171,0.858
1727343324922,2024-09-26T12.35.24.922,16.080,0.242,-0.188,0.869
1727343324942,2024-09-26T12.35.24.942,16.100,0.365,-0.177,0.939
1727343324962,2024-09-26T12.35.24.962,16.120,0.252,-0.176,0.979
1727343324982,2024-09-26T12.35.24.982,16.140,0.199,-0.165,0.927
1727343325002,2024-09-26T12.35.25.002,16.160,0.228,-0.162,0.928
1727343325022,2024-09-26T12.35.25.022,16.180,0.300,-0.164,0.932
1727343325042,2024-09-26T12.35.25.042,16.200,0.343,-0.167,0.958
1727343325062,2024-09-26T12.35.25.062,16.220,0.260,-0.169,1.009
1727343325082,2024-09-26T12.35.25.082,16.240,0.261,-0.157,0.987
1727343325102,2024-09-26T12.35.25.102,16.260,0.323,-0.143,0.944
1727343325122,2024-09-26T12.35.25.122,16.280,0.317,-0.138,0.941
1727343325142,2024-09-26T12.35.25.142,16.300,0.273,-0.109,0.941
1727343325162,2024-09-26T12.35.25.162,16.320,0.167,-0.099,0.958
1727343325182,2024-09-26T12.35.25.182,16.340,0.135,-0.110,0.966
1727343325202,2024-09-26T12.35.25.202,16.360,0.188,-0.116,0.956
1727343325222,2024-09-26T12.35.25.222,16.380,0.179,-0.089,0.947
1727343325242,2024-09-26T12.35.25.242,16.400,0.118,-0.094,0.968
1727343325262,2024-09-26T12.35.25.262,16.420,0.116,-0.123,0.981
1727343325282,2024-09-26T12.35.25.282,16.440,0.153,-0.135,1.001
1727343325302,2024-09-26T12.35.25.302,16.460,0.224,-0.133,1.017
1727343325322,2024-09-26T12.35.25.322,16.480,0.227,-0.136,1.031
1727343325342,2024-09-26T12.35.25.342,16.500,0.165,-0.134,1.023
1727343325362,2024-09-26T12.35.25.362,16.520,0.130,-0.105,0.988
1727343325382,2024-09-26T12.35.25.382,16.540,0.238,-0.138,1.001
1727343325402,2024-09-26T12.35.25.402,16.560,0.347,-0.184,1.045
1727343325422,2024-09-26T12.35.25.422,16.580,0.352,-0.170,1.025
1727343325442,2024-09-26T12.35.25.442,16.600,0.326,-0.087,0.956
1727343325462,2024-09-26T12.35.25.462,16.620,0.372,-0.063,0.903
1727343325482,2024-09-26T12.35.25.482,16.640,0.431,-0.093,0.903
1727343325502,2024-09-26T12.35.25.502,16.660,0.437,-0.109,0.924
1727343325522,2024-09-26T12.35.25.522,16.680,0.358,-0.089,0.895
1727343325542,2024-09-26T12.35.25.542,16.700,0.319,-0.080,0.873
1727343325562,2024-09-26T12.35.25.562,16.720,0.245,-0.068,0.846
1727343325582,2024-09-26T12.35.25.582,16.740,0.318,-0.082,0.878
1727343325602,2024-09-26T12.35.25.602,16.760,0.407,-0.137,0.909
1727343325622,2024-09-26T12.35.25.622,16.780,0.271,-0.119,0.867
1727343325642,2024-09-26T12.35.25.642,16.800,0.199,-0.115,0.836
1727343325662,2024-09-26T12.35.25.662,16.820,0.273,-0.153,0.829
1727343325682,2024-09-26T12.35.25.682,16.840,0.356,-0.212,0.876
1727343325702,2024-09-26T12.35.25.702,16.860,0.260,-0.235,0.913
1727343325722,2024-09-26T12.35.25.722,16.880,0.162,-0.194,0.888
1727343325742,2024-09-26T12.35.25.742,16.900,0.138,-0.200,0.834
1727343325762,2024-09-26T12.35.25.762,16.920,0.144,-0.278,0.880
1727343325782,2024-09-26T12.35.25.782,16.940,0.149,-0.310,0.991
1727343325802,2024-09-26T12.35.25.802,16.960,0.051,-0.265,1.027
1727343325822,2024-09-26T12.35.25.822,16.980,0.001,-0.240,1.005
1727343325842,2024-09-26T12.35.25.842,17.000,0.035,-0.257,1.017
1727343325862,2024-09-26T12.35.25.862,17.020,0.119,-0.288,1.027
1727343325882,2024-09-26T12.35.25.882,17.040,0.089,-0.269,1.050
1727343325902,2024-09-26T12.35.25.902,17.060,-0.008,-0.237,1.056
1727343325922,2024-09-26T12.35.25.922,17.080,-0.067,-0.198,0.983
1727343325942,2024-09-26T12.35.25.942,17.100,-0.023,-0.185,0.919
1727343325962,2024-09-26T12.35.25.962,17.120,0.104,-0.234,1.000
1727343325982,2024-09-26T12.35.25.982,17.140,-0.084,-0.254,1.020
1727343326002,2024-09-26T12.35.26.002,17.160,-0.306,-0.152,0.917
1727343326022,2024-09-26T12.35.26.022,17.180,-0.225,-0.099,0.873
1727343326042,2024-09-26T12.35.26.042,17.200,-0.191,-0.074,0.892
1727343326062,2024-09-26T12.35.26.062,17.220,-0.026,-0.115,0.993
1727343326082,2024-09-26T12.35.26.082,17.240,0.119,-0.192,0.987
1727343326102,2024-09-26T12.35.26.102,17.260,-0.039,-0.167,0.889
1727343326122,2024-09-26T12.35.26.122,17.280,-0.113,-0.137,0.926
1727343326142,2024-09-26T12.35.26.142,17.300,-0.005,-0.155,1.044
1727343326162,2024-09-26T12.35.26.162,17.320,0.073,-0.167,1.076
1727343326182,2024-09-26T12.35.26.182,17.340,0.008,-0.151,1.009
1727343326202,2024-09-26T12.35.26.202,17.360,-0.053,-0.138,0.961
1727343326222,2024-09-26T12.35.26.222,17.380,-0.023,-0.128,0.985
1727343326242,2024-09-26T12.35.26.242,17.400,0.043,-0.112,1.015
1727343326262,2024-09-26T12.35.26.262,17.420,0.063,-0.137,0.982
1727343326282,2024-09-26T12.35.26.282,17.440,-0.107,-0.133,0.910
1727343326302,2024-09-26T12.35.26.302,17.460,-0.161,-0.123,0.935
1727343326322,2024-09-26T12.35.26.322,17.480,-0.159,-0.119,0.962
1727343326342,2024-09-26T12.35.26.342,17.500,-0.200,-0.114,0.978
1727343326362,2024-09-26T12.35.26.362,17.520,-0.278,-0.170,1.030
1727343326382,2024-09-26T12.35.26.382,17.540,-0.226,-0.173,1.068
1727343326402,2024-09-26T12.35.26.402,17.560,-0.174,-0.128,1.036
1727343326422,2024-09-26T12.35.26.422,17.580,-0.117,-0.111,0.999
1727343326442,2024-09-26T12.35.26.442,17.600,-0.105,-0.115,0.974
1727343326462,2024-09-26T12.35.26.462,17.620,-0.126,-0.134,0.970
1727343326482,2024-09-26T12.35.26.482,17.640,-0.177,-0.143,0.954
1727343326502,2024-09-26T12.35.26.502,17.660,-0.063,-0.156,0.953
1727343326522,2024-09-26T12.35.26.522,17.680,0.052,-0.143,0.973
1727343326542,2024-09-26T12.35.26.542,17.700,-0.049,-0.129,0.943
1727343326562,2024-09-26T12.35.26.562,17.720,-0.120,-0.144,0.927
1727343326582,2024-09-26T12.35.26.582,17.740,0.036,-0.165,0.959
1727343326602,2024-09-26T12.35.26.602,17.760,0.095,-0.135,0.966
1727343326622,2024-09-26T12.35.26.622,17.780,0.021,-0.138,0.939
1727343326642,2024-09-26T12.35.26.642,17.800,0.034,-0.170,0.942
1727343326662,2024-09-26T12.35.26.662,17.820,0.116,-0.155,0.973
1727343326682,2024-09-26T12.35.26.682,17.840,0.081,-0.114,0.957
1727343326702,2024-09-26T12.35.26.702,17.860,0.049,-0.112,0.930
1727343326722,2024-09-26T12.35.26.722,17.880,0.068,-0.173,0.940
1727343326742,2024-09-26T12.35.26.742,17.900,0.104,-0.181,0.956
1727343326762,2024-09-26T12.35.26.762,17.920,0.080,-0.122,1.036
1727343326782,2024-09-26T12.35.26.782,17.940,0.063,-0.110,1.039
1727343326802,2024-09-26T12.35.26.802,17.960,-0.013,-0.122,0.941
1727343326822,2024-09-26T12.35.26.822,17.980,-0.098,-0.126,0.897
1727343326842,2024-09-26T12.35.26.842,18.000,0.038,-0.131,0.903
1727343326862,2024-09-26T12.35.26.862,18.020,-0.009,-0.100,1.044
1727343326882,2024-09-26T12.35.26.882,18.040,-0.068,-0.151,1.041
1727343326902,2024-09-26T12.35.26.902,18.060,-0.161,-0.137,0.918
1727343326922,2024-09-26T12.35.26.922,18.080,-0.144,-0.117,0.901
1727343326942,2024-09-26T12.35.26.942,18.100,0.065,-0.140,1.029
1727343326962,2024-09-26T12.35.26.962,18.120,0.068,-0.132,1.072
1727343326982,2024-09-26T12.35.26.982,18.140,0.050,-0.082,0.965
1727343327002,2024-09-26T12.35.27.002,18.160,-0.016,-0.053,0.887
1727343327022,2024-09-26T12.35.27.022,18.180,0.161,-0.070,0.918
1727343327042,2024-09-26T12.35.27.042,18.200,0.238,-0.078,0.946
1727343327062,2024-09-26T12.35.27.062,18.220,0.137,-0.078,0.937
1727343327082,2024-09-26T12.35.27.082,18.240,0.060,-0.095,0.897
1727343327102,2024-09-26T12.35.27.102,18.260,0.025,-0.102,0.885
1727343327122,2024-09-26T12.35.27.122,18.280,0.172,-0.123,0.943
1727343327142,2024-09-26T12.35.27.142,18.300,0.198,-0.140,0.990
1727343327162,2024-09-26T12.35.27.162,18.320,0.140,-0.152,0.954
1727343327182,2024-09-26T12.35.27.182,18.340,0.060,-0.127,0.919
1727343327202,2024-09-26T12.35.27.202,18.360,0.123,-0.160,0.914
1727343327222,2024-09-26T12.35.27.222,18.380,0.209,-0.165,0.941
1727343327242,2024-09-26T12.35.27.242,18.400,0.167,-0.147,0.989
1727343327262,2024-09-26T12.35.27.262,18.420,0.176,-0.152,0.979
1727343327282,2024-09-26T12.35.27.282,18.440,0.204,-0.160,0.946
1727343327302,2024-09-26T12.35.27.302,18.460,0.144,-0.135,0.941
1727343327322,2024-09-26T12.35.27.322,18.480,0.197,-0.139,0.995
1727343327342,2024-09-26T12.35.27.342,18.500,0.203,-0.142,1.017
1727343327362,2024-09-26T12.35.27.362,18.520,0.180,-0.120,0.976
1727343327382,2024-09-26T12.35.27.382,18.540,0.192,-0.123,0.957
1727343327402,2024-09-26T12.35.27.402,18.560,0.268,-0.130,1.004
1727343327422,2024-09-26T12.35.27.422,18.580,0.312,-0.114,1.042
1727343327442,2024-09-26T12.35.27.442,18.600,0.266,-0.069,0.986
1727343327462,2024-09-26T12.35.27.462,18.620,0.271,-0.047,0.963
1727343327482,2024-09-26T12.35.27.482,18.640,0.243,-0.085,0.994
1727343327502,2024-09-26T12.35.27.502,18.660,0.222,-0.091,1.012
1727343327522,2024-09-26T12.35.27.522,18.680,0.241,-0.080,0.982
1727343327542,2024-09-26T12.35.27.542,18.700,0.255,-0.092,0.996
1727343327562,2024-09-26T12.35.27.562,18.720,0.252,-0.099,0.996
1727343327582,2024-09-26T12.35.27.582,18.740,0.260,-0.104,0.981
1727343327602,2024-09-26T12.35.27.602,18.760,0.289,-0.135,0.988
1727343327622,2024-09-26T12.35.27.622,18.780,0.235,-0.135,0.958
1727343327642,2024-09-26T12.35.27.642,18.800,0.216,-0.146,0.939
1727343327662,2024-09-26T12.35.27.662,18.820,0.269,-0.180,0.958
1727343327682,2024-09-26T12.35.27.682,18.840,0.321,-0.158,0.976
1727343327702,2024-09-26T12.35.27.702,18.860,0.328,-0.136,0.935
1727343327722,2024-09-26T12.35.27.722,18.880,0.238,-0.091,0.913
1727343327742,2024-09-26T12.35.27.742,18.900,0.194,-0.096,0.932
1727343327762,2024-09-26T12.35.27.762,18.920,0.213,-0.130,0.973
1727343327782,2024-09-26T12.35.27.782,18.940,0.182,-0.140,0.970
1727343327802,2024-09-26T12.35.27.802,18.960,0.106,-0.117,0.952
1727343327822,2024-09-26T12.35.27.822,18.980,0.182,-0.129,0.952
1727343327842,2024-09-26T12.35.27.842,19.000,0.225,-0.119,0.964
1727343327862,2024-09-26T12.35.27.862,19.020,0.134,-0.115,0.976
1727343327882,2024-09-26T12.35.27.882,19.040,0.090,-0.122,0.958
1727343327902,2024-09-26T12.35.27.902,19.060,0.083,-0.110,0.934
1727343327922,2024-09-26T12.35.27.922,19.080,0.107,-0.121,0.956
1727343327942,2024-09-26T12.35.27.942,19.100,0.111,-0.136,0.976
1727343327962,2024-09-26T12.35.27.962,19.120,0.021,-0.132,0.957
1727343327982,2024-09-26T12.35.27.982,19.140,0.037,-0.125,0.954
1727343328002,2024-09-26T12.35.28.002,19.160,0.085,-0.130,0.986
1727343328022,2024-09-26T12.35.28.022,19.180,0.102,-0.125,0.991
1727343328042,2024-09-26T12.35.28.042,19.200,0.011,-0.138,0.974
1727343328062,2024-09-26T12.35.28.062,19.220,-0.014,-0.161,0.960
1727343328082,2024-09-26T12.35.28.082,19.240,0.050,-0.155,0.989
1727343328102,2024-09-26T12.35.28.102,19.260,0.092,-0.140,0.991
1727343328122,2024-09-26T12.35.28.122,19.280,0.118,-0.136,0.963
1727343328142,2024-09-26T12.35.28.142,19.300,0.036,-0.141,0.934
1727343328162,2024-09-26T12.35.28.162,19.320,0.004,-0.133,0.905
