epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727343173010,2024-09-26T12.32.53.010,37.360,0.709,-0.008,0.800
1727343173030,2024-09-26T12.32.53.030,37.380,0.661,0.011,0.754
1727343173050,2024-09-26T12.32.53.050,37.400,0.614,0.040,0.748
1727343173070,2024-09-26T12.32.53.070,37.420,0.579,0.023,0.793
1727343173090,2024-09-26T12.32.53.090,37.440,0.620,-0.013,0.822
1727343173110,2024-09-26T12.32.53.110,37.460,0.617,-0.006,0.834
1727343173130,2024-09-26T12.32.53.130,37.480,0.473,0.027,0.847
1727343173150,2024-09-26T12.32.53.150,37.500,0.460,0.046,0.853
1727343173170,2024-09-26T12.32.53.170,37.520,0.342,-0.001,0.927
1727343173190,2024-09-26T12.32.53.190,37.540,0.356,-0.024,0.954
1727343173210,2024-09-26T12.32.53.210,37.560,0.339,0.034,0.942
1727343173230,2024-09-26T12.32.53.230,37.580,0.251,0.013,0.888
1727343173250,2024-09-26T12.32.53.250,37.600,0.491,-0.025,0.889
1727343173270,2024-09-26T12.32.53.270,37.620,0.308,-0.056,0.950
1727343173290,2024-09-26T12.32.53.290,37.640,0.215,-0.015,0.934
1727343173310,2024-09-26T12.32.53.310,37.660,0.266,0.008,0.922
1727343173330,2024-09-26T12.32.53.330,37.680,0.236,-0.047,0.859
1727343173350,2024-09-26T12.32.53.350,37.700,0.295,-0.070,0.844
1727343173370,2024-09-26T12.32.53.370,37.720,0.270,-0.085,0.938
1727343173390,2024-09-26T12.32.53.390,37.740,0.092,-0.022,0.962
1727343173410,2024-09-26T12.32.53.410,37.760,0.136,-0.022,0.925
1727343173430,2024-09-26T12.32.53.430,37.780,0.033,-0.061,0.870
1727343173450,2024-09-26T12.32.53.450,37.800,0.152,-0.051,0.903
1727343173470,2024-09-26T12.32.53.470,37.820,0.182,-0.058,0.982
1727343173490,2024-09-26T12.32.53.490,37.840,0.031,-0.081,0.982
1727343173510,2024-09-26T12.32.53.510,37.860,0.042,-0.096,0.926
1727343173530,2024-09-26T12.32.53.530,37.880,0.066,-0.077,0.935
1727343173550,2024-09-26T12.32.53.550,37.900,0.100,-0.085,0.995
1727343173570,2024-09-26T12.32.53.570,37.920,0.037,-0.070,0.998
1727343173590,2024-09-26T12.32.53.590,37.940,0.013,-0.047,0.948
1727343173610,2024-09-26T12.32.53.610,37.960,0.067,-0.057,0.887
1727343173630,2024-09-26T12.32.53.630,37.980,0.167,-0.064,0.922
1727343173650,2024-09-26T12.32.53.650,38.000,0.133,-0.136,0.989
1727343173670,2024-09-26T12.32.53.670,38.020,-0.052,-0.120,0.989
1727343173690,2024-09-26T12.32.53.690,38.040,0.065,-0.071,0.948
1727343173710,2024-09-26T12.32.53.710,38.060,0.165,-0.092,0.922
1727343173730,2024-09-26T12.32.53.730,38.080,-0.112,-0.147,1.001
1727343173750,2024-09-26T12.32.53.750,38.100,-0.211,-0.146,1.042
1727343173770,2024-09-26T12.32.53.770,38.120,0.005,-0.100,1.032
1727343173790,2024-09-26T12.32.53.790,38.140,0.005,-0.107,0.999
1727343173810,2024-09-26T12.32.53.810,38.160,-0.030,-0.124,1.027
1727343173830,2024-09-26T12.32.53.830,38.180,-0.012,-0.121,1.076
1727343173850,2024-09-26T12.32.53.850,38.200,0.021,-0.104,1.061
1727343173870,2024-09-26T12.32.53.870,38.220,0.037,-0.114,1.015
1727343173890,2024-09-26T12.32.53.890,38.240,0.078,-0.116,1.018
1727343173910,2024-09-26T12.32.53.910,38.260,0.052,-0.108,1.041
1727343173930,2024-09-26T12.32.53.930,38.280,0.056,-0.085,0.989
1727343173950,2024-09-26T12.32.53.950,38.300,0.092,-0.078,0.954
1727343173970,2024-09-26T12.32.53.970,38.320,0.119,-0.101,0.952
1727343173990,2024-09-26T12.32.53.990,38.340,0.064,-0.107,0.994
1727343174010,2024-09-26T12.32.54.010,38.360,0.048,-0.098,0.976
1727343174030,2024-09-26T12.32.54.030,38.380,0.029,-0.086,0.967
1727343174050,2024-09-26T12.32.54.050,38.400,0.037,-0.117,0.965
1727343174070,2024-09-26T12.32.54.070,38.420,-0.032,-0.123,0.994
1727343174090,2024-09-26T12.32.54.090,38.440,-0.103,-0.124,1.041
1727343174110,2024-09-26T12.32.54.110,38.460,-0.091,-0.122,1.045
1727343174130,2024-09-26T12.32.54.130,38.480,-0.100,-0.121,1.032
1727343174150,2024-09-26T12.32.54.150,38.500,-0.077,-0.137,1.022
1727343174170,2024-09-26T12.32.54.170,38.520,-0.087,-0.156,1.060
1727343174190,2024-09-26T12.32.54.190,38.540,-0.167,-0.175,1.107
1727343174210,2024-09-26T12.32.54.210,38.560,-0.173,-0.188,1.060
1727343174230,2024-09-26T12.32.54.230,38.580,-0.142,-0.200,0.976
1727343174250,2024-09-26T12.32.54.250,38.600,-0.141,-0.212,0.961
1727343174270,2024-09-26T12.32.54.270,38.620,-0.081,-0.204,0.975
1727343174290,2024-09-26T12.32.54.290,38.640,0.027,-0.148,0.941
1727343174310,2024-09-26T12.32.54.310,38.660,0.072,-0.093,0.891
1727343174330,2024-09-26T12.32.54.330,38.680,0.108,-0.075,0.884
1727343174350,2024-09-26T12.32.54.350,38.700,0.225,-0.090,0.924
1727343174370,2024-09-26T12.32.54.370,38.720,0.262,-0.122,0.948
1727343174390,2024-09-26T12.32.54.390,38.740,0.271,-0.124,0.917
1727343174410,2024-09-26T12.32.54.410,38.760,0.279,-0.085,0.908
1727343174430,2024-09-26T12.32.54.430,38.780,0.259,-0.066,0.927
1727343174450,2024-09-26T12.32.54.450,38.800,0.299,-0.083,0.958
1727343174470,2024-09-26T12.32.54.470,38.820,0.286,-0.095,0.926
1727343174490,2024-09-26T12.32.54.490,38.840,0.288,-0.049,0.892
1727343174510,2024-09-26T12.32.54.510,38.860,0.323,-0.023,0.900
1727343174530,2024-09-26T12.32.54.530,38.880,0.303,-0.032,0.923
1727343174550,2024-09-26T12.32.54.550,38.900,0.305,-0.041,0.894
1727343174570,2024-09-26T12.32.54.570,38.920,0.323,-0.023,0.870
1727343174590,2024-09-26T12.32.54.590,38.940,0.331,-0.015,0.877
1727343174610,2024-09-26T12.32.54.610,38.960,0.354,-0.018,0.861
1727343174630,2024-09-26T12.32.54.630,38.980,0.414,-0.019,0.813
1727343174650,2024-09-26T12.32.54.650,39.000,0.450,-0.026,0.791
1727343174670,2024-09-26T12.32.54.670,39.020,0.471,-0.047,0.769
1727343174690,2024-09-26T12.32.54.690,39.040,0.560,-0.038,0.761
1727343174710,2024-09-26T12.32.54.710,39.060,0.553,-0.027,0.761
1727343174730,2024-09-26T12.32.54.730,39.080,0.490,0.007,0.768
1727343174750,2024-09-26T12.32.54.750,39.100,0.460,0.008,0.800
1727343174770,2024-09-26T12.32.54.770,39.120,0.492,0.024,0.812
1727343174790,2024-09-26T12.32.54.790,39.140,0.598,0.030,0.782
1727343174810,2024-09-26T12.32.54.810,39.160,0.582,0.052,0.770
1727343174830,2024-09-26T12.32.54.830,39.180,0.548,0.060,0.780
1727343174850,2024-09-26T12.32.54.850,39.200,0.602,0.056,0.820
1727343174870,2024-09-26T12.32.54.870,39.220,0.679,0.054,0.833
1727343174890,2024-09-26T12.32.54.890,39.240,0.684,0.062,0.811
1727343174910,2024-09-26T12.32.54.910,39.260,0.668,0.048,0.795
1727343174930,2024-09-26T12.32.54.930,39.280,0.728,0.047,0.829
1727343174950,2024-09-26T12.32.54.950,39.300,0.724,0.042,0.861
1727343174970,2024-09-26T12.32.54.970,39.320,0.670,0.067,0.832
1727343174990,2024-09-26T12.32.54.990,39.340,0.685,0.075,0.791
1727343175010,2024-09-26T12.32.55.010,39.360,0.694,0.065,0.787
1727343175030,2024-09-26T12.32.55.030,39.380,0.597,0.046,0.814
1727343175050,2024-09-26T12.32.55.050,39.400,0.600,0.065,0.832
1727343175070,2024-09-26T12.32.55.070,39.420,0.649,0.065,0.843
1727343175090,2024-09-26T12.32.55.090,39.440,0.649,0.046,0.838
1727343175110,2024-09-26T12.32.55.110,39.460,0.634,0.033,0.842
1727343175130,2024-09-26T12.32.55.130,39.480,0.651,0.044,0.830
1727343175150,2024-09-26T12.32.55.150,39.500,0.686,0.040,0.855
1727343175170,2024-09-26T12.32.55.170,39.520,0.686,0.017,0.839
1727343175190,2024-09-26T12.32.55.190,39.540,0.615,0.022,0.839
1727343175210,2024-09-26T12.32.55.210,39.560,0.575,0.011,0.851
1727343175230,2024-09-26T12.32.55.230,39.580,0.592,0.002,0.856
1727343175270,2024-09-26T12.32.55.270,39.620,0.563,-0.035,0.847
1727343175290,2024-09-26T12.32.55.290,39.640,0.543,-0.032,0.885
1727343175310,2024-09-26T12.32.55.310,39.660,0.464,-0.067,0.833
1727343175330,2024-09-26T12.32.55.330,39.680,0.391,-0.038,0.828
1727343175370,2024-09-26T12.32.55.370,39.720,0.323,-0.007,0.886
1727343175390,2024-09-26T12.32.55.390,39.740,0.178,-0.020,0.862
1727343175410,2024-09-26T12.32.55.410,39.760,0.146,0.006,0.865
1727343175430,2024-09-26T12.32.55.430,39.780,0.173,0.007,0.919
1727343175450,2024-09-26T12.32.55.450,39.800,0.134,-0.018,0.929
1727343175470,2024-09-26T12.32.55.470,39.820,0.160,-0.010,0.894
1727343175490,2024-09-26T12.32.55.490,39.840,0.147,0.012,0.870
1727343175510,2024-09-26T12.32.55.510,39.860,0.067,0.003,0.902
1727343175530,2024-09-26T12.32.55.530,39.880,0.056,-0.006,1.005
1727343175550,2024-09-26T12.32.55.550,39.900,0.011,-0.042,0.999
1727343175570,2024-09-26T12.32.55.570,39.920,-0.051,-0.024,0.898
1727343175590,2024-09-26T12.32.55.590,39.940,0.063,0.015,0.927
1727343175610,2024-09-26T12.32.55.610,39.960,0.193,-0.035,1.017
1727343175630,2024-09-26T12.32.55.630,39.980,0.172,-0.074,1.003
1727343175650,2024-09-26T12.32.55.650,40.000,0.068,-0.062,0.948
1727343175670,2024-09-26T12.32.55.670,40.020,-0.060,-0.067,0.912
1727343175690,2024-09-26T12.32.55.690,40.040,-0.059,-0.104,0.897
1727343175710,2024-09-26T12.32.55.710,40.060,0.150,-0.075,0.912
1727343175730,2024-09-26T12.32.55.730,40.080,0.289,-0.061,0.966
1727343175750,2024-09-26T12.32.55.750,40.100,-0.007,-0.104,0.965
1727343175770,2024-09-26T12.32.55.770,40.120,-0.175,-0.085,0.868
1727343175790,2024-09-26T12.32.55.790,40.140,0.055,-0.057,0.870
1727343175810,2024-09-26T12.32.55.810,40.160,0.097,-0.092,0.968
1727343175830,2024-09-26T12.32.55.830,40.180,0.023,-0.128,1.039
1727343175850,2024-09-26T12.32.55.850,40.200,-0.065,-0.131,1.040
1727343175870,2024-09-26T12.32.55.870,40.220,-0.094,-0.112,0.975
1727343175890,2024-09-26T12.32.55.890,40.240,-0.051,-0.100,0.998
1727343175910,2024-09-26T12.32.55.910,40.260,0.028,-0.118,1.083
1727343175930,2024-09-26T12.32.55.930,40.280,-0.003,-0.128,1.104
1727343175950,2024-09-26T12.32.55.950,40.300,-0.085,-0.110,1.051
1727343175970,2024-09-26T12.32.55.970,40.320,-0.093,-0.101,1.006
1727343175990,2024-09-26T12.32.55.990,40.340,0.026,-0.101,1.029
1727343176010,2024-09-26T12.32.56.010,40.360,0.020,-0.118,1.070
1727343176030,2024-09-26T12.32.56.030,40.380,-0.046,-0.111,1.034
1727343176050,2024-09-26T12.32.56.050,40.400,-0.064,-0.100,0.979
1727343176070,2024-09-26T12.32.56.070,40.420,-0.057,-0.129,0.977
1727343176090,2024-09-26T12.32.56.090,40.440,-0.052,-0.140,1.045
1727343176110,2024-09-26T12.32.56.110,40.460,-0.154,-0.158,1.100
1727343176130,2024-09-26T12.32.56.130,40.480,-0.173,-0.157,1.037
1727343176150,2024-09-26T12.32.56.150,40.500,-0.138,-0.124,0.991
1727343176170,2024-09-26T12.32.56.170,40.520,-0.094,-0.128,1.010
1727343176190,2024-09-26T12.32.56.190,40.540,-0.095,-0.143,1.082
1727343176210,2024-09-26T12.32.56.210,40.560,-0.099,-0.127,1.062
1727343176230,2024-09-26T12.32.56.230,40.580,-0.037,-0.112,1.018
1727343176250,2024-09-26T12.32.56.250,40.600,-0.016,-0.120,0.996
1727343176270,2024-09-26T12.32.56.270,40.620,-0.021,-0.110,1.025
1727343176290,2024-09-26T12.32.56.290,40.640,-0.056,-0.115,1.052
1727343176310,2024-09-26T12.32.56.310,40.660,-0.040,-0.124,1.032
1727343176330,2024-09-26T12.32.56.330,40.680,-0.078,-0.129,0.979
1727343176350,2024-09-26T12.32.56.350,40.700,-0.162,-0.128,0.935
1727343176370,2024-09-26T12.32.56.370,40.720,-0.101,-0.141,0.947
1727343176390,2024-09-26T12.32.56.390,40.740,0.055,-0.142,0.993
1727343176410,2024-09-26T12.32.56.410,40.760,0.195,-0.118,0.932
1727343176430,2024-09-26T12.32.56.430,40.780,0.170,-0.068,0.855
1727343176450,2024-09-26T12.32.56.450,40.800,0.109,-0.048,0.815
1727343176470,2024-09-26T12.32.56.470,40.820,0.343,-0.051,0.849
1727343176490,2024-09-26T12.32.56.490,40.840,0.470,-0.042,0.881
1727343176510,2024-09-26T12.32.56.510,40.860,0.370,-0.014,0.832
1727343176530,2024-09-26T12.32.56.530,40.880,0.355,-0.010,0.805
1727343176550,2024-09-26T12.32.56.550,40.900,0.371,-0.032,0.812
1727343176570,2024-09-26T12.32.56.570,40.920,0.467,-0.033,0.835
1727343176590,2024-09-26T12.32.56.590,40.940,0.463,-0.020,0.843
1727343176610,2024-09-26T12.32.56.610,40.960,0.340,-0.001,0.841
1727343176630,2024-09-26T12.32.56.630,40.980,0.301,-0.010,0.843
1727343176650,2024-09-26T12.32.56.650,41.000,0.382,-0.042,0.867
1727343176670,2024-09-26T12.32.56.670,41.020,0.441,-0.062,0.869
1727343176690,2024-09-26T12.32.56.690,41.040,0.367,-0.040,0.867
1727343176710,2024-09-26T12.32.56.710,41.060,0.180,0.004,0.903
1727343176730,2024-09-26T12.32.56.730,41.080,0.219,0.010,0.855
1727343176750,2024-09-26T12.32.56.750,41.100,0.535,0.022,0.786
1727343176770,2024-09-26T12.32.56.770,41.120,0.654,0.052,0.722
1727343176790,2024-09-26T12.32.56.790,41.140,0.665,0.079,0.668
1727343176810,2024-09-26T12.32.56.810,41.160,0.720,0.095,0.706
1727343176830,2024-09-26T12.32.56.830,41.180,0.706,0.095,0.763
1727343176850,2024-09-26T12.32.56.850,41.200,0.706,0.074,0.739
1727343176870,2024-09-26T12.32.56.870,41.220,0.581,0.044,0.717
1727343176890,2024-09-26T12.32.56.890,41.240,0.620,-0.003,0.776
1727343176910,2024-09-26T12.32.56.910,41.260,0.587,-0.031,0.885
1727343176930,2024-09-26T12.32.56.930,41.280,0.545,0.007,0.860
1727343176950,2024-09-26T12.32.56.950,41.300,0.585,0.057,0.794
1727343176970,2024-09-26T12.32.56.970,41.320,0.665,0.046,0.779
1727343176990,2024-09-26T12.32.56.990,41.340,0.753,0.058,0.829
1727343177010,2024-09-26T12.32.57.010,41.360,0.668,0.056,0.850
1727343177030,2024-09-26T12.32.57.030,41.380,0.674,0.077,0.817
1727343177050,2024-09-26T12.32.57.050,41.400,0.697,0.069,0.793
1727343177070,2024-09-26T12.32.57.070,41.420,0.708,0.073,0.817
1727343177090,2024-09-26T12.32.57.090,41.440,0.714,0.063,0.870
1727343177110,2024-09-26T12.32.57.110,41.460,0.788,0.049,0.871
1727343177130,2024-09-26T12.32.57.130,41.480,0.778,0.039,0.829
1727343177150,2024-09-26T12.32.57.150,41.500,0.776,0.055,0.771
1727343177170,2024-09-26T12.32.57.170,41.520,0.753,0.020,0.830
1727343177190,2024-09-26T12.32.57.190,41.540,0.714,-0.021,0.900
1727343177210,2024-09-26T12.32.57.210,41.560,0.622,0.009,0.898
1727343177230,2024-09-26T12.32.57.230,41.580,0.545,-0.015,0.861
1727343177250,2024-09-26T12.32.57.250,41.600,0.547,-0.031,0.835
1727343177270,2024-09-26T12.32.57.270,41.620,0.505,-0.066,0.887
1727343177290,2024-09-26T12.32.57.290,41.640,0.416,-0.067,0.941
1727343177310,2024-09-26T12.32.57.310,41.660,0.416,-0.037,0.902
1727343177330,2024-09-26T12.32.57.330,41.680,0.489,-0.023,0.838
1727343177350,2024-09-26T12.32.57.350,41.700,0.556,-0.039,0.812
1727343177370,2024-09-26T12.32.57.370,41.720,0.323,-0.067,0.807
1727343177390,2024-09-26T12.32.57.390,41.740,0.326,-0.059,0.852
1727343177410,2024-09-26T12.32.57.410,41.760,0.355,-0.040,0.893
1727343177430,2024-09-26T12.32.57.430,41.780,0.360,-0.049,0.865
1727343177450,2024-09-26T12.32.57.450,41.800,0.417,-0.087,0.812
1727343177470,2024-09-26T12.32.57.470,41.820,0.247,-0.105,0.807
1727343177490,2024-09-26T12.32.57.490,41.840,0.210,-0.089,0.889
1727343177510,2024-09-26T12.32.57.510,41.860,0.210,-0.068,0.942
1727343177530,2024-09-26T12.32.57.530,41.880,0.113,-0.089,0.917
1727343177550,2024-09-26T12.32.57.550,41.900,0.127,-0.110,0.859
1727343177570,2024-09-26T12.32.57.570,41.920,0.044,-0.087,0.874
1727343177590,2024-09-26T12.32.57.590,41.940,-0.010,-0.099,0.955
1727343177610,2024-09-26T12.32.57.610,41.960,0.012,-0.080,0.964
1727343177630,2024-09-26T12.32.57.630,41.980,-0.083,-0.084,0.932
1727343177650,2024-09-26T12.32.57.650,42.000,-0.061,-0.096,0.872
1727343177670,2024-09-26T12.32.57.670,42.020,-0.009,-0.091,0.938
1727343177690,2024-09-26T12.32.57.690,42.040,-0.149,-0.120,1.011
1727343177710,2024-09-26T12.32.57.710,42.060,-0.138,-0.074,1.009
1727343177730,2024-09-26T12.32.57.730,42.080,-0.134,-0.044,0.984
1727343177750,2024-09-26T12.32.57.750,42.100,-0.067,-0.090,0.916
1727343177770,2024-09-26T12.32.57.770,42.120,0.068,-0.115,1.010
1727343177790,2024-09-26T12.32.57.790,42.140,-0.182,-0.144,1.080
1727343177810,2024-09-26T12.32.57.810,42.160,-0.190,-0.114,1.025
1727343177830,2024-09-26T12.32.57.830,42.180,0.083,-0.093,0.980
1727343177850,2024-09-26T12.32.57.850,42.200,0.179,-0.121,0.995
1727343177870,2024-09-26T12.32.57.870,42.220,-0.104,-0.179,1.051
1727343177890,2024-09-26T12.32.57.890,42.240,-0.079,-0.164,1.091
1727343177910,2024-09-26T12.32.57.910,42.260,0.096,-0.086,1.011
1727343177930,2024-09-26T12.32.57.930,42.280,0.167,-0.066,0.928
1727343177950,2024-09-26T12.32.57.950,42.300,0.146,-0.123,1.047
1727343177970,2024-09-26T12.32.57.970,42.320,-0.000,-0.124,1.070
1727343177990,2024-09-26T12.32.57.990,42.340,0.097,-0.061,0.997
1727343178010,2024-09-26T12.32.58.010,42.360,0.129,-0.080,0.960
1727343178030,2024-09-26T12.32.58.030,42.380,0.127,-0.093,0.955
1727343178050,2024-09-26T12.32.58.050,42.400,0.106,-0.076,1.007
1727343178070,2024-09-26T12.32.58.070,42.420,0.076,-0.090,0.995
1727343178090,2024-09-26T12.32.58.090,42.440,0.103,-0.074,0.959
1727343178110,2024-09-26T12.32.58.110,42.460,0.097,-0.089,0.947
1727343178130,2024-09-26T12.32.58.130,42.480,0.120,-0.090,0.967
1727343178150,2024-09-26T12.32.58.150,42.500,0.101,-0.085,0.980
1727343178170,2024-09-26T12.32.58.170,42.520,0.075,-0.076,0.947
1727343178190,2024-09-26T12.32.58.190,42.540,0.084,-0.084,0.943
1727343178210,2024-09-26T12.32.58.210,42.560,0.081,-0.095,0.978
1727343178230,2024-09-26T12.32.58.230,42.580,0.006,-0.096,1.028
1727343178250,2024-09-26T12.32.58.250,42.600,-0.065,-0.098,1.048
1727343178270,2024-09-26T12.32.58.270,42.620,-0.087,-0.107,1.043
1727343178290,2024-09-26T12.32.58.290,42.640,-0.105,-0.136,1.062
1727343178310,2024-09-26T12.32.58.310,42.660,-0.101,-0.149,1.105
1727343178330,2024-09-26T12.32.58.330,42.680,-0.119,-0.157,1.144
1727343178350,2024-09-26T12.32.58.350,42.700,-0.111,-0.161,1.089
1727343178370,2024-09-26T12.32.58.370,42.720,-0.089,-0.158,1.024
1727343178390,2024-09-26T12.32.58.390,42.740,-0.071,-0.155,0.982
1727343178410,2024-09-26T12.32.58.410,42.760,-0.031,-0.181,1.011
1727343178430,2024-09-26T12.32.58.430,42.780,-0.044,-0.228,0.990
1727343178450,2024-09-26T12.32.58.450,42.800,0.007,-0.198,0.905
1727343178470,2024-09-26T12.32.58.470,42.820,0.061,-0.143,0.881
1727343178490,2024-09-26T12.32.58.490,42.840,0.068,-0.131,0.902
1727343178510,2024-09-26T12.32.58.510,42.860,0.057,-0.115,0.941
1727343178530,2024-09-26T12.32.58.530,42.880,0.091,-0.100,0.942
1727343178550,2024-09-26T12.32.58.550,42.900,0.193,-0.078,0.932
1727343178570,2024-09-26T12.32.58.570,42.920,0.144,-0.089,0.948
1727343178590,2024-09-26T12.32.58.590,42.940,0.141,-0.124,0.936
1727343178610,2024-09-26T12.32.58.610,42.960,0.282,-0.107,0.942
1727343178630,2024-09-26T12.32.58.630,42.980,0.241,-0.100,0.959
1727343178650,2024-09-26T12.32.58.650,43.000,0.165,-0.116,0.940
1727343178670,2024-09-26T12.32.58.670,43.020,0.248,-0.120,0.928
1727343178690,2024-09-26T12.32.58.690,43.040,0.286,-0.114,0.917
1727343178710,2024-09-26T12.32.58.710,43.060,0.240,-0.091,0.873
1727343178730,2024-09-26T12.32.58.730,43.080,0.275,-0.095,0.860
1727343178750,2024-09-26T12.32.58.750,43.100,0.292,-0.097,0.859
1727343178770,2024-09-26T12.32.58.770,43.120,0.275,-0.087,0.853
1727343178790,2024-09-26T12.32.58.790,43.140,0.299,-0.107,0.819
1727343178810,2024-09-26T12.32.58.810,43.160,0.325,-0.087,0.788
1727343178830,2024-09-26T12.32.58.830,43.180,0.395,-0.087,0.797
1727343178850,2024-09-26T12.32.58.850,43.200,0.542,-0.111,0.799
1727343178870,2024-09-26T12.32.58.870,43.220,0.583,-0.090,0.767
1727343178890,2024-09-26T12.32.58.890,43.240,0.537,-0.059,0.762
1727343178910,2024-09-26T12.32.58.910,43.260,0.576,-0.077,0.776
1727343178930,2024-09-26T12.32.58.930,43.280,0.629,-0.101,0.763
1727343178950,2024-09-26T12.32.58.950,43.300,0.609,-0.109,0.735
1727343178970,2024-09-26T12.32.58.970,43.320,0.532,-0.091,0.707
1727343178990,2024-09-26T12.32.58.990,43.340,0.641,-0.099,0.706
1727343179010,2024-09-26T12.32.59.010,43.360,0.495,-0.091,0.807
1727343179030,2024-09-26T12.32.59.030,43.380,0.161,-0.036,0.830
1727343179050,2024-09-26T12.32.59.050,43.400,0.509,-0.015,0.787
1727343179070,2024-09-26T12.32.59.070,43.420,0.736,-0.059,0.768
1727343179090,2024-09-26T12.32.59.090,43.440,0.656,-0.049,0.800
1727343179110,2024-09-26T12.32.59.110,43.460,0.728,-0.002,0.833
1727343179130,2024-09-26T12.32.59.130,43.480,0.698,0.036,0.827
1727343179150,2024-09-26T12.32.59.150,43.500,0.719,0.046,0.932
1727343179170,2024-09-26T12.32.59.170,43.520,0.761,0.049,1.032
1727343179190,2024-09-26T12.32.59.190,43.540,0.746,0.063,1.031
1727343179210,2024-09-26T12.32.59.210,43.560,0.707,0.070,0.988
1727343179230,2024-09-26T12.32.59.230,43.580,0.730,0.033,1.012
1727343179250,2024-09-26T12.32.59.250,43.600,0.720,-0.010,1.072
1727343179270,2024-09-26T12.32.59.270,43.620,0.689,-0.018,1.055
1727343179290,2024-09-26T12.32.59.290,43.640,0.641,-0.033,1.012
1727343179310,2024-09-26T12.32.59.310,43.660,0.639,-0.068,0.989
1727343179330,2024-09-26T12.32.59.330,43.680,0.579,-0.071,0.953
1727343179350,2024-09-26T12.32.59.350,43.700,0.550,-0.077,0.919
1727343179370,2024-09-26T12.32.59.370,43.720,0.557,-0.074,0.950
1727343179390,2024-09-26T12.32.59.390,43.740,0.524,-0.064,0.936
1727343179410,2024-09-26T12.32.59.410,43.760,0.562,-0.047,0.884
1727343179430,2024-09-26T12.32.59.430,43.780,0.418,-0.047,0.831
1727343179450,2024-09-26T12.32.59.450,43.800,0.405,-0.014,0.865
1727343179470,2024-09-26T12.32.59.470,43.820,0.513,-0.016,0.940
1727343179490,2024-09-26T12.32.59.490,43.840,0.497,-0.067,0.924
1727343179510,2024-09-26T12.32.59.510,43.860,0.399,-0.086,0.845
1727343179530,2024-09-26T12.32.59.530,43.880,0.431,-0.091,0.759
1727343179550,2024-09-26T12.32.59.550,43.900,0.403,-0.093,0.861
1727343179570,2024-09-26T12.32.59.570,43.920,0.277,-0.161,0.998
1727343179590,2024-09-26T12.32.59.590,43.940,0.157,-0.101,0.972
1727343179610,2024-09-26T12.32.59.610,43.960,0.083,-0.067,0.810
1727343179630,2024-09-26T12.32.59.630,43.980,0.379,-0.022,0.745
1727343179650,2024-09-26T12.32.59.650,44.000,0.298,-0.068,0.911
1727343179670,2024-09-26T12.32.59.670,44.020,-0.025,-0.125,0.951
1727343179690,2024-09-26T12.32.59.690,44.040,0.026,-0.056,0.870
1727343179710,2024-09-26T12.32.59.710,44.060,0.030,-0.031,0.745
1727343179730,2024-09-26T12.32.59.730,44.080,0.244,-0.077,0.812
1727343179750,2024-09-26T12.32.59.750,44.100,0.289,-0.110,0.932
1727343179770,2024-09-26T12.32.59.770,44.120,-0.011,-0.052,0.926
1727343179790,2024-09-26T12.32.59.790,44.140,0.021,-0.028,0.867
1727343179810,2024-09-26T12.32.59.810,44.160,0.001,-0.050,0.756
1727343179830,2024-09-26T12.32.59.830,44.180,0.171,-0.043,0.808
1727343179850,2024-09-26T12.32.59.850,44.200,0.098,-0.069,0.963
1727343179870,2024-09-26T12.32.59.870,44.220,-0.141,-0.023,0.977
1727343179890,2024-09-26T12.32.59.890,44.240,0.068,0.025,0.910
1727343179910,2024-09-26T12.32.59.910,44.260,0.091,-0.025,0.838
1727343179930,2024-09-26T12.32.59.930,44.280,0.133,-0.054,0.907
1727343179950,2024-09-26T12.32.59.950,44.300,0.057,-0.075,1.056
1727343179970,2024-09-26T12.32.59.970,44.320,0.021,-0.071,1.047
1727343179990,2024-09-26T12.32.59.990,44.340,0.058,-0.073,0.995
1727343180010,2024-09-26T12.33.00.010,44.360,0.013,-0.107,0.952
1727343180030,2024-09-26T12.33.00.030,44.380,0.031,-0.095,0.986
1727343180050,2024-09-26T12.33.00.050,44.400,0.037,-0.089,0.990
1727343180070,2024-09-26T12.33.00.070,44.420,0.122,-0.095,0.981
1727343180090,2024-09-26T12.33.00.090,44.440,0.094,-0.111,0.959
1727343180110,2024-09-26T12.33.00.110,44.460,-0.007,-0.102,0.915
1727343180130,2024-09-26T12.33.00.130,44.480,-0.024,-0.117,0.893
1727343180150,2024-09-26T12.33.00.150,44.500,0.060,-0.131,0.950
1727343180170,2024-09-26T12.33.00.170,44.520,0.035,-0.158,1.028
1727343180190,2024-09-26T12.33.00.190,44.540,-0.072,-0.146,0.996
1727343180210,2024-09-26T12.33.00.210,44.560,-0.079,-0.115,0.956
1727343180230,2024-09-26T12.33.00.230,44.580,-0.014,-0.152,1.012
1727343180250,2024-09-26T12.33.00.250,44.600,0.017,-0.153,1.099
1727343180270,2024-09-26T12.33.00.270,44.620,0.012,-0.142,1.125
1727343180290,2024-09-26T12.33.00.290,44.640,-0.009,-0.135,1.089
1727343180310,2024-09-26T12.33.00.310,44.660,-0.042,-0.135,1.045
1727343180330,2024-09-26T12.33.00.330,44.680,-0.024,-0.128,1.056
1727343180350,2024-09-26T12.33.00.350,44.700,-0.061,-0.137,1.115
