epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727343886871,2024-09-26T12.44.46.871,43.780,13.049,41.402,3.293
1727343886891,2024-09-26T12.44.46.891,43.800,20.122,50.854,5.183
1727343886911,2024-09-26T12.44.46.911,43.820,0.305,38.659,16.707
1727343886931,2024-09-26T12.44.46.931,43.840,-3.720,34.939,13.659
1727343886951,2024-09-26T12.44.46.951,43.860,5.488,33.841,13.171
1727343886971,2024-09-26T12.44.46.971,43.880,14.207,38.841,9.390
1727343886991,2024-09-26T12.44.46.991,43.900,12.134,40.610,4.085
1727343887011,2024-09-26T12.44.47.011,43.920,5.976,42.622,6.220
1727343887031,2024-09-26T12.44.47.031,43.940,-2.744,24.817,12.988
1727343887051,2024-09-26T12.44.47.051,43.960,-5.000,-5.305,11.402
1727343887071,2024-09-26T12.44.47.071,43.980,4.085,-11.463,7.378
1727343887091,2024-09-26T12.44.47.091,44.000,9.573,6.707,8.293
1727343887111,2024-09-26T12.44.47.111,44.020,8.720,15.244,5.122
1727343887131,2024-09-26T12.44.47.131,44.040,6.585,19.390,7.744
1727343887151,2024-09-26T12.44.47.151,44.060,-1.463,13.537,9.878
1727343887171,2024-09-26T12.44.47.171,44.080,-4.085,-9.146,6.707
1727343887191,2024-09-26T12.44.47.191,44.100,3.476,-9.756,-2.866
1727343887211,2024-09-26T12.44.47.211,44.120,7.012,4.207,-3.232
1727343887231,2024-09-26T12.44.47.231,44.140,6.037,12.500,-1.768
1727343887251,2024-09-26T12.44.47.251,44.160,1.585,7.622,0.610
1727343887271,2024-09-26T12.44.47.271,44.180,0.671,-6.829,1.585
1727343887291,2024-09-26T12.44.47.291,44.200,5.122,-10.305,-1.463
1727343887311,2024-09-26T12.44.47.311,44.220,10.122,-10.427,-3.415
1727343887331,2024-09-26T12.44.47.331,44.240,9.512,-26.524,0.366
1727343887351,2024-09-26T12.44.47.351,44.260,6.768,-62.439,1.098
1727343887371,2024-09-26T12.44.47.371,44.280,3.902,-114.573,0.793
1727343887391,2024-09-26T12.44.47.391,44.300,2.866,-188.476,-2.439
1727343887411,2024-09-26T12.44.47.411,44.320,-3.963,-276.159,-3.902
1727343887431,2024-09-26T12.44.47.431,44.340,-23.354,-355.183,-4.634
1727343887451,2024-09-26T12.44.47.451,44.360,-53.780,-396.159,-12.378
1727343887471,2024-09-26T12.44.47.471,44.380,-85.488,-418.902,-34.146
1727343887491,2024-09-26T12.44.47.491,44.400,-119.207,-437.561,-58.110
1727343887511,2024-09-26T12.44.47.511,44.420,-159.146,-429.817,-66.341
1727343887531,2024-09-26T12.44.47.531,44.440,-184.085,-406.707,-39.573
1727343887551,2024-09-26T12.44.47.551,44.460,-185.854,-364.573,-16.159
1727343887571,2024-09-26T12.44.47.571,44.480,-193.415,-283.171,-8.110
1727343887591,2024-09-26T12.44.47.591,44.500,-183.476,-181.463,26.524
1727343887611,2024-09-26T12.44.47.611,44.520,-129.695,-53.780,68.293
1727343887631,2024-09-26T12.44.47.631,44.540,-96.463,54.695,94.085
1727343887651,2024-09-26T12.44.47.651,44.560,-79.817,94.451,145.610
1727343887671,2024-09-26T12.44.47.671,44.580,-50.793,118.232,208.049
1727343887691,2024-09-26T12.44.47.691,44.600,-19.329,187.622,217.988
1727343887711,2024-09-26T12.44.47.711,44.620,16.951,255.061,253.476
1727343887731,2024-09-26T12.44.47.731,44.640,48.902,309.390,288.354
1727343887751,2024-09-26T12.44.47.751,44.660,78.354,357.866,294.207
1727343887771,2024-09-26T12.44.47.771,44.680,117.439,379.939,293.354
1727343887791,2024-09-26T12.44.47.791,44.700,143.659,376.829,281.402
1727343887811,2024-09-26T12.44.47.811,44.720,147.256,351.037,259.695
1727343887831,2024-09-26T12.44.47.831,44.740,140.549,313.537,231.646
1727343887851,2024-09-26T12.44.47.851,44.760,135.366,283.902,205.366
1727343887871,2024-09-26T12.44.47.871,44.780,146.890,285.061,192.622
1727343887891,2024-09-26T12.44.47.891,44.800,168.415,297.317,187.866
1727343887911,2024-09-26T12.44.47.911,44.820,176.463,287.378,170.549
1727343887931,2024-09-26T12.44.47.931,44.840,159.451,225.366,126.829
1727343887951,2024-09-26T12.44.47.951,44.860,145.427,121.280,90.793
1727343887971,2024-09-26T12.44.47.971,44.880,154.878,58.598,57.988
1727343887991,2024-09-26T12.44.47.991,44.900,152.317,66.707,33.110
1727343888011,2024-09-26T12.44.48.011,44.920,132.561,80.854,14.329
1727343888031,2024-09-26T12.44.48.031,44.940,107.195,31.098,3.963
1727343888051,2024-09-26T12.44.48.051,44.960,93.110,-34.329,-11.829
1727343888071,2024-09-26T12.44.48.071,44.980,103.415,-58.963,-31.098
1727343888091,2024-09-26T12.44.48.091,45.000,110.244,-79.207,-41.646
1727343888111,2024-09-26T12.44.48.111,45.020,97.561,-130.244,-42.378
1727343888131,2024-09-26T12.44.48.131,45.040,71.707,-182.317,-38.598
1727343888151,2024-09-26T12.44.48.151,45.060,62.683,-213.354,-51.037
1727343888171,2024-09-26T12.44.48.171,45.080,49.695,-232.317,-72.195
1727343888191,2024-09-26T12.44.48.191,45.100,28.232,-229.451,-100.976
1727343888211,2024-09-26T12.44.48.211,45.120,18.232,-239.268,-124.024
1727343888231,2024-09-26T12.44.48.231,45.140,12.012,-272.988,-117.500
1727343888251,2024-09-26T12.44.48.251,45.160,12.378,-255.976,-99.817
1727343888271,2024-09-26T12.44.48.271,45.180,-2.195,-200.244,-90.915
1727343888291,2024-09-26T12.44.48.291,45.200,-26.829,-164.695,-78.293
1727343888311,2024-09-26T12.44.48.311,45.220,-52.805,-140.244,-68.659
1727343888331,2024-09-26T12.44.48.331,45.240,-31.585,-88.476,-50.976
1727343888351,2024-09-26T12.44.48.351,45.260,-7.195,-14.634,-25.366
1727343888371,2024-09-26T12.44.48.371,45.280,-32.561,20.732,-6.463
1727343888391,2024-09-26T12.44.48.391,45.300,-53.659,24.329,12.256
1727343888411,2024-09-26T12.44.48.411,45.320,-47.805,40.183,9.512
1727343888431,2024-09-26T12.44.48.431,45.340,-9.512,69.268,5.915
1727343888451,2024-09-26T12.44.48.451,45.360,10.671,96.524,13.841
1727343888471,2024-09-26T12.44.48.471,45.380,-10.305,91.768,14.756
1727343888491,2024-09-26T12.44.48.491,45.400,-21.037,41.646,22.439
1727343888511,2024-09-26T12.44.48.511,45.420,-12.256,-3.110,17.561
1727343888531,2024-09-26T12.44.48.531,45.440,2.805,-13.415,11.707
1727343888551,2024-09-26T12.44.48.551,45.460,7.561,9.329,10.854
1727343888571,2024-09-26T12.44.48.571,45.480,2.988,32.317,8.902
1727343888591,2024-09-26T12.44.48.591,45.500,0.854,26.524,17.317
1727343888611,2024-09-26T12.44.48.611,45.520,1.707,2.317,14.024
1727343888631,2024-09-26T12.44.48.631,45.540,8.293,-13.902,5.183
1727343888651,2024-09-26T12.44.48.651,45.560,12.195,-9.451,4.573
1727343888671,2024-09-26T12.44.48.671,45.580,10.732,4.207,3.720
1727343888691,2024-09-26T12.44.48.691,45.600,5.793,17.561,7.805
1727343888711,2024-09-26T12.44.48.711,45.620,1.768,18.902,7.073
1727343888731,2024-09-26T12.44.48.731,45.640,2.561,-4.573,0.244
1727343888751,2024-09-26T12.44.48.751,45.660,4.268,-17.134,-1.768
1727343888771,2024-09-26T12.44.48.771,45.680,3.902,-7.012,-0.854
1727343888791,2024-09-26T12.44.48.791,45.700,0.000,8.780,-0.061
1727343888811,2024-09-26T12.44.48.811,45.720,-1.585,7.256,-0.732
1727343888831,2024-09-26T12.44.48.831,45.740,1.524,-1.159,-3.598
1727343888851,2024-09-26T12.44.48.851,45.760,4.939,-6.159,-4.939
1727343888871,2024-09-26T12.44.48.871,45.780,4.878,-2.622,-2.622
1727343888891,2024-09-26T12.44.48.891,45.800,1.585,5.061,-0.244
1727343888911,2024-09-26T12.44.48.911,45.820,1.768,7.195,-0.183
1727343888931,2024-09-26T12.44.48.931,45.840,6.524,-1.585,-3.415
1727343888951,2024-09-26T12.44.48.951,45.860,9.268,-7.378,-2.744
1727343888971,2024-09-26T12.44.48.971,45.880,7.378,-0.854,-2.134
1727343888991,2024-09-26T12.44.48.991,45.900,3.415,6.402,1.524
1727343889011,2024-09-26T12.44.49.011,45.920,1.890,6.280,1.829
1727343889031,2024-09-26T12.44.49.031,45.940,3.902,-1.463,-0.122
1727343889051,2024-09-26T12.44.49.051,45.960,4.695,-6.463,-1.098
1727343889071,2024-09-26T12.44.49.071,45.980,5.061,-8.963,0.915
1727343889091,2024-09-26T12.44.49.091,46.000,4.512,-2.073,1.890
1727343889111,2024-09-26T12.44.49.111,46.020,2.012,-2.317,1.402
1727343889131,2024-09-26T12.44.49.131,46.040,3.110,-8.902,0.244
1727343889151,2024-09-26T12.44.49.151,46.060,5.915,-7.988,-1.585
1727343889171,2024-09-26T12.44.49.171,46.080,8.110,-6.951,-0.427
1727343889191,2024-09-26T12.44.49.191,46.100,8.354,-7.683,-0.793
1727343889211,2024-09-26T12.44.49.211,46.120,4.817,-26.159,-2.195
1727343889231,2024-09-26T12.44.49.231,46.140,-1.585,-87.866,-0.915
1727343889251,2024-09-26T12.44.49.251,46.160,-8.049,-153.415,3.415
1727343889271,2024-09-26T12.44.49.271,46.180,-24.878,-168.171,18.902
1727343889291,2024-09-26T12.44.49.291,46.200,-60.793,-189.024,8.537
1727343889311,2024-09-26T12.44.49.311,46.220,-125.366,-297.744,-18.659
1727343889331,2024-09-26T12.44.49.331,46.240,-188.171,-419.878,-43.963
1727343889351,2024-09-26T12.44.49.351,46.260,-211.829,-405.366,-82.012
1727343889371,2024-09-26T12.44.49.371,46.280,-212.683,-254.512,-96.341
1727343889391,2024-09-26T12.44.49.391,46.300,-192.988,-114.268,-6.585
1727343889411,2024-09-26T12.44.49.411,46.320,-141.707,-5.488,86.829
1727343889431,2024-09-26T12.44.49.431,46.340,-125.366,43.659,77.073
1727343889451,2024-09-26T12.44.49.451,46.360,-123.293,29.390,95.793
1727343889471,2024-09-26T12.44.49.471,46.380,-100.305,33.902,133.415
1727343889491,2024-09-26T12.44.49.491,46.400,-63.171,90.000,148.293
1727343889511,2024-09-26T12.44.49.511,46.420,-20.732,148.780,157.195
1727343889531,2024-09-26T12.44.49.531,46.440,12.378,184.146,167.378
1727343889551,2024-09-26T12.44.49.551,46.460,42.683,202.622,179.939
1727343889571,2024-09-26T12.44.49.571,46.480,67.561,225.549,192.378
1727343889591,2024-09-26T12.44.49.591,46.500,84.085,250.732,201.768
1727343889611,2024-09-26T12.44.49.611,46.520,91.402,267.927,208.293
1727343889631,2024-09-26T12.44.49.631,46.540,92.988,264.390,209.024
1727343889651,2024-09-26T12.44.49.651,46.560,91.524,247.439,197.744
1727343889671,2024-09-26T12.44.49.671,46.580,84.634,222.378,179.817
1727343889691,2024-09-26T12.44.49.691,46.600,74.207,192.683,159.756
1727343889711,2024-09-26T12.44.49.711,46.620,73.598,176.707,142.439
1727343889731,2024-09-26T12.44.49.731,46.640,85.915,177.195,134.451
1727343889751,2024-09-26T12.44.49.751,46.660,111.646,198.476,128.902
1727343889771,2024-09-26T12.44.49.771,46.680,143.537,227.866,121.463
1727343889791,2024-09-26T12.44.49.791,46.700,166.707,240.915,118.354
1727343889811,2024-09-26T12.44.49.811,46.720,172.439,222.256,111.585
1727343889831,2024-09-26T12.44.49.831,46.740,155.305,148.780,92.561
1727343889851,2024-09-26T12.44.49.851,46.760,125.549,33.354,59.390
1727343889871,2024-09-26T12.44.49.871,46.780,104.878,-62.073,20.061
1727343889891,2024-09-26T12.44.49.891,46.800,98.598,-93.780,-9.390
1727343889911,2024-09-26T12.44.49.911,46.820,107.317,-54.085,-24.878
1727343889931,2024-09-26T12.44.49.931,46.840,124.268,-12.683,-36.951
1727343889951,2024-09-26T12.44.49.951,46.860,124.817,-34.756,-39.390
1727343889971,2024-09-26T12.44.49.971,46.880,133.110,-47.805,-52.500
1727343889991,2024-09-26T12.44.49.991,46.900,147.744,-34.268,-67.378
1727343890011,2024-09-26T12.44.50.011,46.920,152.134,-31.341,-65.366
1727343890031,2024-09-26T12.44.50.031,46.940,145.915,-40.671,-62.317
1727343890051,2024-09-26T12.44.50.051,46.960,133.293,-50.000,-58.598
1727343890071,2024-09-26T12.44.50.071,46.980,134.207,-46.951,-64.878
1727343890091,2024-09-26T12.44.50.091,47.000,132.073,-38.232,-69.146
1727343890111,2024-09-26T12.44.50.111,47.020,108.293,-27.805,-52.378
1727343890131,2024-09-26T12.44.50.131,47.040,78.415,-40.793,-37.439
1727343890151,2024-09-26T12.44.50.151,47.060,78.476,-41.829,-45.061
1727343890171,2024-09-26T12.44.50.171,47.080,83.902,-23.354,-52.744
1727343890191,2024-09-26T12.44.50.191,47.100,66.402,-13.415,-41.037
1727343890211,2024-09-26T12.44.50.211,47.120,27.622,-45.976,-20.732
1727343890231,2024-09-26T12.44.50.231,47.140,-17.256,-109.268,6.220
1727343890251,2024-09-26T12.44.50.251,47.160,-24.512,-205.366,16.463
1727343890271,2024-09-26T12.44.50.271,47.180,14.634,-199.268,-4.329
1727343890291,2024-09-26T12.44.50.291,47.200,8.598,-147.134,-2.683
1727343890311,2024-09-26T12.44.50.311,47.220,-50.427,-186.646,30.854
1727343890331,2024-09-26T12.44.50.331,47.240,-83.659,-255.915,56.585
1727343890351,2024-09-26T12.44.50.351,47.260,-59.573,-253.780,49.451
1727343890371,2024-09-26T12.44.50.371,47.280,-20.366,-154.634,15.549
1727343890391,2024-09-26T12.44.50.391,47.300,-12.195,-75.732,5.488
1727343890411,2024-09-26T12.44.50.411,47.320,-25.122,-58.902,13.049
1727343890431,2024-09-26T12.44.50.431,47.340,-30.305,-76.768,18.354
1727343890451,2024-09-26T12.44.50.451,47.360,-9.756,-68.902,5.854
1727343890471,2024-09-26T12.44.50.471,47.380,4.207,-15.732,-2.744
1727343890491,2024-09-26T12.44.50.491,47.400,3.171,23.415,1.890
1727343890511,2024-09-26T12.44.50.511,47.420,-4.512,8.293,8.780
1727343890531,2024-09-26T12.44.50.531,47.440,-8.415,-13.841,13.354
1727343890551,2024-09-26T12.44.50.551,47.460,-6.159,-11.829,11.646
1727343890571,2024-09-26T12.44.50.571,47.480,-3.293,-1.463,9.878
1727343890591,2024-09-26T12.44.50.591,47.500,-1.829,-3.841,11.768
1727343890611,2024-09-26T12.44.50.611,47.520,-7.378,-23.232,15.122
1727343890631,2024-09-26T12.44.50.631,47.540,-9.695,-23.476,13.049
1727343890651,2024-09-26T12.44.50.651,47.560,-5.427,-5.854,4.695
1727343890671,2024-09-26T12.44.50.671,47.580,-0.488,7.500,-0.427
1727343890691,2024-09-26T12.44.50.691,47.600,-2.317,3.354,1.098
1727343890711,2024-09-26T12.44.50.711,47.620,-6.402,-1.768,5.488
1727343890731,2024-09-26T12.44.50.731,47.640,-7.683,-4.207,5.366
1727343890751,2024-09-26T12.44.50.751,47.660,-2.805,-4.817,0.427
1727343890771,2024-09-26T12.44.50.771,47.680,0.305,-1.037,-0.549
1727343890791,2024-09-26T12.44.50.791,47.700,-2.256,1.098,3.354
