epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727343504060,2024-09-26T12.38.24.060,0.000,-0.266,-0.162,1.189
1727343504080,2024-09-26T12.38.24.080,0.020,-0.132,-0.123,1.224
1727343504100,2024-09-26T12.38.24.100,0.040,-0.028,-0.100,1.237
1727343504120,2024-09-26T12.38.24.120,0.060,-0.036,-0.147,1.272
1727343504140,2024-09-26T12.38.24.140,0.080,-0.057,-0.211,1.269
1727343504160,2024-09-26T12.38.24.160,0.100,0.064,-0.177,1.236
1727343504180,2024-09-26T12.38.24.180,0.120,0.192,-0.093,1.277
1727343504200,2024-09-26T12.38.24.200,0.140,0.177,-0.061,1.334
1727343504220,2024-09-26T12.38.24.220,0.160,0.074,-0.107,1.366
1727343504240,2024-09-26T12.38.24.240,0.180,0.026,-0.170,1.366
1727343504260,2024-09-26T12.38.24.260,0.200,0.017,-0.177,1.319
1727343504280,2024-09-26T12.38.24.280,0.220,0.016,-0.126,1.262
1727343504300,2024-09-26T12.38.24.300,0.240,-0.044,-0.065,1.214
1727343504320,2024-09-26T12.38.24.320,0.260,-0.114,-0.081,1.218
1727343504340,2024-09-26T12.38.24.340,0.280,-0.108,-0.118,1.273
1727343504360,2024-09-26T12.38.24.360,0.300,-0.047,-0.132,1.256
1727343504380,2024-09-26T12.38.24.380,0.320,0.019,-0.107,1.214
1727343504400,2024-09-26T12.38.24.400,0.340,0.052,-0.075,1.188
1727343504420,2024-09-26T12.38.24.420,0.360,0.062,-0.070,1.180
1727343504440,2024-09-26T12.38.24.440,0.380,0.098,-0.078,1.140
1727343504460,2024-09-26T12.38.24.460,0.400,0.151,-0.071,1.114
1727343504480,2024-09-26T12.38.24.480,0.420,0.176,-0.052,1.106
1727343504500,2024-09-26T12.38.24.500,0.440,0.166,-0.036,1.086
1727343504520,2024-09-26T12.38.24.520,0.460,0.186,-0.040,1.036
1727343504540,2024-09-26T12.38.24.540,0.480,0.176,-0.019,0.981
1727343504560,2024-09-26T12.38.24.560,0.500,0.171,0.013,0.949
1727343504580,2024-09-26T12.38.24.580,0.520,0.136,0.013,0.938
1727343504600,2024-09-26T12.38.24.600,0.540,0.035,0.012,0.916
1727343504620,2024-09-26T12.38.24.620,0.560,-0.032,0.044,0.904
1727343504640,2024-09-26T12.38.24.640,0.580,-0.026,0.064,0.895
1727343504660,2024-09-26T12.38.24.660,0.600,0.020,0.026,0.887
1727343504680,2024-09-26T12.38.24.680,0.620,-0.059,0.015,0.847
1727343504700,2024-09-26T12.38.24.700,0.640,-0.150,0.034,0.802
1727343504720,2024-09-26T12.38.24.720,0.660,-0.105,0.044,0.788
1727343504740,2024-09-26T12.38.24.740,0.680,-0.133,0.034,0.821
1727343504760,2024-09-26T12.38.24.760,0.700,-0.145,0.035,0.800
1727343504780,2024-09-26T12.38.24.780,0.720,-0.120,0.047,0.816
1727343504800,2024-09-26T12.38.24.800,0.740,-0.114,0.035,0.821
1727343504820,2024-09-26T12.38.24.820,0.760,-0.147,0.042,0.774
1727343504840,2024-09-26T12.38.24.840,0.780,-0.168,0.065,0.771
1727343504860,2024-09-26T12.38.24.860,0.800,-0.198,0.111,0.804
1727343504880,2024-09-26T12.38.24.880,0.820,-0.251,0.156,0.747
1727343504900,2024-09-26T12.38.24.900,0.840,-0.242,0.132,0.670
1727343504920,2024-09-26T12.38.24.920,0.860,-0.135,0.098,0.713
1727343504940,2024-09-26T12.38.24.940,0.880,-0.162,0.104,0.732
1727343504960,2024-09-26T12.38.24.960,0.900,-0.334,0.137,0.681
1727343504980,2024-09-26T12.38.24.980,0.920,-0.342,0.124,0.730
1727343505000,2024-09-26T12.38.25.000,0.940,-0.301,0.096,0.831
1727343505020,2024-09-26T12.38.25.020,0.960,-0.216,0.127,0.966
1727343505040,2024-09-26T12.38.25.040,0.980,-0.161,0.171,0.957
1727343505060,2024-09-26T12.38.25.060,1.000,-0.259,0.180,0.895
1727343505080,2024-09-26T12.38.25.080,1.020,-0.305,0.159,0.905
1727343505100,2024-09-26T12.38.25.100,1.040,-0.273,0.131,0.973
1727343505120,2024-09-26T12.38.25.120,1.060,-0.188,0.147,1.010
1727343505140,2024-09-26T12.38.25.140,1.080,-0.168,0.146,0.993
1727343505160,2024-09-26T12.38.25.160,1.100,-0.205,0.143,0.971
1727343505180,2024-09-26T12.38.25.180,1.120,-0.212,0.126,0.985
1727343505200,2024-09-26T12.38.25.200,1.140,-0.164,0.128,0.988
1727343505220,2024-09-26T12.38.25.220,1.160,-0.148,0.136,0.990
1727343505240,2024-09-26T12.38.25.240,1.180,-0.173,0.138,0.962
1727343505260,2024-09-26T12.38.25.260,1.200,-0.188,0.135,0.921
1727343505280,2024-09-26T12.38.25.280,1.220,-0.174,0.145,0.923
1727343505300,2024-09-26T12.38.25.300,1.240,-0.142,0.148,0.951
1727343505320,2024-09-26T12.38.25.320,1.260,-0.127,0.140,0.970
1727343505340,2024-09-26T12.38.25.340,1.280,-0.163,0.141,0.966
1727343505360,2024-09-26T12.38.25.360,1.300,-0.140,0.162,0.965
1727343505380,2024-09-26T12.38.25.380,1.320,-0.107,0.160,0.986
1727343505400,2024-09-26T12.38.25.400,1.340,-0.122,0.159,1.016
1727343505420,2024-09-26T12.38.25.420,1.360,-0.113,0.172,1.033
1727343505440,2024-09-26T12.38.25.440,1.380,-0.070,0.169,1.013
1727343505460,2024-09-26T12.38.25.460,1.400,-0.043,0.153,0.997
1727343505480,2024-09-26T12.38.25.480,1.420,-0.026,0.150,0.985
1727343505500,2024-09-26T12.38.25.500,1.440,0.017,0.145,0.946
1727343505520,2024-09-26T12.38.25.520,1.460,0.072,0.133,0.887
1727343505540,2024-09-26T12.38.25.540,1.480,0.082,0.146,0.822
1727343505560,2024-09-26T12.38.25.560,1.500,0.046,0.164,0.778
1727343505580,2024-09-26T12.38.25.580,1.520,-0.010,0.156,0.745
1727343505600,2024-09-26T12.38.25.600,1.540,0.013,0.125,0.699
1727343505620,2024-09-26T12.38.25.620,1.560,0.008,0.118,0.657
1727343505640,2024-09-26T12.38.25.640,1.580,0.039,0.113,0.634
1727343505660,2024-09-26T12.38.25.660,1.600,-0.019,0.083,0.623
1727343505680,2024-09-26T12.38.25.680,1.620,-0.121,0.043,0.621
1727343505700,2024-09-26T12.38.25.700,1.640,-0.150,-0.040,0.603
1727343505720,2024-09-26T12.38.25.720,1.660,0.008,-0.104,0.585
1727343505740,2024-09-26T12.38.25.740,1.680,0.108,-0.065,0.616
1727343505760,2024-09-26T12.38.25.760,1.700,-0.051,-0.029,0.708
1727343505780,2024-09-26T12.38.25.780,1.720,-0.205,-0.056,0.849
1727343505800,2024-09-26T12.38.25.800,1.740,-0.359,-0.022,0.846
1727343505820,2024-09-26T12.38.25.820,1.760,-0.418,0.076,0.839
1727343505840,2024-09-26T12.38.25.840,1.780,-0.401,0.069,0.865
1727343505860,2024-09-26T12.38.25.860,1.800,-0.447,-0.018,0.927
1727343505880,2024-09-26T12.38.25.880,1.820,-0.543,-0.085,0.959
1727343505900,2024-09-26T12.38.25.900,1.840,-0.490,-0.035,1.024
1727343505920,2024-09-26T12.38.25.920,1.860,-0.431,-0.039,1.018
1727343505940,2024-09-26T12.38.25.940,1.880,-0.434,-0.131,0.994
1727343505960,2024-09-26T12.38.25.960,1.900,-0.389,-0.223,1.044
1727343505980,2024-09-26T12.38.25.980,1.920,-0.381,-0.219,1.027
1727343506000,2024-09-26T12.38.26.000,1.940,-0.256,-0.182,1.065
1727343506020,2024-09-26T12.38.26.020,1.960,-0.260,-0.167,1.086
1727343506040,2024-09-26T12.38.26.040,1.980,-0.366,-0.182,1.131
1727343506060,2024-09-26T12.38.26.060,2.000,-0.314,-0.218,1.197
1727343506080,2024-09-26T12.38.26.080,2.020,-0.214,-0.193,1.253
1727343506100,2024-09-26T12.38.26.100,2.040,-0.224,-0.147,1.326
1727343506120,2024-09-26T12.38.26.120,2.060,-0.192,-0.159,1.411
1727343506140,2024-09-26T12.38.26.140,2.080,-0.175,-0.210,1.393
1727343506160,2024-09-26T12.38.26.160,2.100,-0.106,-0.220,1.414
1727343506180,2024-09-26T12.38.26.180,2.120,0.045,-0.202,1.452
1727343506200,2024-09-26T12.38.26.200,2.140,0.134,-0.189,1.427
1727343506220,2024-09-26T12.38.26.220,2.160,0.069,-0.173,1.331
1727343506240,2024-09-26T12.38.26.240,2.180,-0.074,-0.208,1.224
1727343506260,2024-09-26T12.38.26.260,2.200,-0.169,-0.201,1.181
1727343506280,2024-09-26T12.38.26.280,2.220,-0.223,-0.167,1.123
1727343506300,2024-09-26T12.38.26.300,2.240,-0.227,-0.167,1.074
1727343506320,2024-09-26T12.38.26.320,2.260,-0.263,-0.180,1.041
1727343506340,2024-09-26T12.38.26.340,2.280,-0.229,-0.187,1.105
1727343506360,2024-09-26T12.38.26.360,2.300,-0.173,-0.185,1.175
1727343506380,2024-09-26T12.38.26.380,2.320,-0.105,-0.175,1.225
1727343506400,2024-09-26T12.38.26.400,2.340,-0.003,-0.195,1.267
1727343506420,2024-09-26T12.38.26.420,2.360,0.074,-0.214,1.289
1727343506440,2024-09-26T12.38.26.440,2.380,0.147,-0.182,1.290
1727343506460,2024-09-26T12.38.26.460,2.400,0.238,-0.124,1.265
1727343506480,2024-09-26T12.38.26.480,2.420,0.279,-0.104,1.200
1727343506500,2024-09-26T12.38.26.500,2.440,0.141,-0.078,1.088
1727343506520,2024-09-26T12.38.26.520,2.460,0.007,-0.045,1.045
1727343506540,2024-09-26T12.38.26.540,2.480,0.015,-0.035,1.059
1727343506560,2024-09-26T12.38.26.560,2.500,0.023,-0.034,1.016
1727343506580,2024-09-26T12.38.26.580,2.520,0.009,-0.017,0.959
1727343506600,2024-09-26T12.38.26.600,2.540,-0.044,-0.010,0.893
1727343506620,2024-09-26T12.38.26.620,2.560,-0.055,-0.020,0.879
1727343506640,2024-09-26T12.38.26.640,2.580,-0.067,-0.016,0.903
1727343506660,2024-09-26T12.38.26.660,2.600,-0.087,0.003,0.850
1727343506680,2024-09-26T12.38.26.680,2.620,-0.096,0.022,0.825
1727343506700,2024-09-26T12.38.26.700,2.640,-0.104,0.018,0.801
1727343506720,2024-09-26T12.38.26.720,2.660,-0.152,0.022,0.755
1727343506740,2024-09-26T12.38.26.740,2.680,-0.220,0.022,0.725
1727343506760,2024-09-26T12.38.26.760,2.700,-0.242,0.046,0.712
1727343506780,2024-09-26T12.38.26.780,2.720,-0.191,0.066,0.689
1727343506800,2024-09-26T12.38.26.800,2.740,-0.161,0.054,0.672
1727343506820,2024-09-26T12.38.26.820,2.760,-0.237,0.041,0.630
1727343506840,2024-09-26T12.38.26.840,2.780,-0.289,0.035,0.559
1727343506860,2024-09-26T12.38.26.860,2.800,-0.244,0.075,0.578
1727343506880,2024-09-26T12.38.26.880,2.820,-0.250,0.100,0.634
1727343506900,2024-09-26T12.38.26.900,2.840,-0.327,0.091,0.644
1727343506920,2024-09-26T12.38.26.920,2.860,-0.404,0.130,0.678
1727343506940,2024-09-26T12.38.26.940,2.880,-0.439,0.166,0.766
1727343506960,2024-09-26T12.38.26.960,2.900,-0.522,0.134,0.826
1727343506980,2024-09-26T12.38.26.980,2.920,-0.511,0.144,0.867
1727343507000,2024-09-26T12.38.27.000,2.940,-0.423,0.176,0.890
1727343507020,2024-09-26T12.38.27.020,2.960,-0.367,0.170,0.904
1727343507040,2024-09-26T12.38.27.040,2.980,-0.357,0.155,0.915
1727343507060,2024-09-26T12.38.27.060,3.000,-0.360,0.167,0.935
1727343507080,2024-09-26T12.38.27.080,3.020,-0.318,0.163,0.949
1727343507100,2024-09-26T12.38.27.100,3.040,-0.270,0.146,0.972
1727343507120,2024-09-26T12.38.27.120,3.060,-0.233,0.158,0.982
1727343507140,2024-09-26T12.38.27.140,3.080,-0.272,0.177,0.970
1727343507160,2024-09-26T12.38.27.160,3.100,-0.244,0.188,1.000
1727343507180,2024-09-26T12.38.27.180,3.120,-0.229,0.176,1.007
1727343507200,2024-09-26T12.38.27.200,3.140,-0.212,0.169,1.008
1727343507220,2024-09-26T12.38.27.220,3.160,-0.229,0.185,1.001
1727343507240,2024-09-26T12.38.27.240,3.180,-0.184,0.198,0.980
1727343507260,2024-09-26T12.38.27.260,3.200,-0.109,0.185,0.958
1727343507280,2024-09-26T12.38.27.280,3.220,-0.040,0.182,0.929
1727343507300,2024-09-26T12.38.27.300,3.240,-0.030,0.192,0.905
1727343507320,2024-09-26T12.38.27.320,3.260,-0.023,0.162,0.867
1727343507340,2024-09-26T12.38.27.340,3.280,-0.018,0.145,0.826
1727343507360,2024-09-26T12.38.27.360,3.300,0.004,0.147,0.790
1727343507380,2024-09-26T12.38.27.380,3.320,0.032,0.137,0.769
1727343507400,2024-09-26T12.38.27.400,3.340,0.024,0.121,0.765
1727343507420,2024-09-26T12.38.27.420,3.360,-0.041,0.123,0.734
1727343507440,2024-09-26T12.38.27.440,3.380,0.015,0.103,0.751
1727343507460,2024-09-26T12.38.27.460,3.400,0.141,0.081,0.790
1727343507480,2024-09-26T12.38.27.480,3.420,0.017,0.089,0.782
1727343507500,2024-09-26T12.38.27.500,3.440,-0.081,0.110,0.761
1727343507520,2024-09-26T12.38.27.520,3.460,-0.067,0.076,0.762
1727343507540,2024-09-26T12.38.27.540,3.480,-0.012,0.015,0.781
1727343507560,2024-09-26T12.38.27.560,3.500,-0.025,0.007,0.800
1727343507580,2024-09-26T12.38.27.580,3.520,-0.088,-0.006,0.765
1727343507600,2024-09-26T12.38.27.600,3.540,-0.131,-0.015,0.750
1727343507620,2024-09-26T12.38.27.620,3.560,-0.133,-0.042,0.803
1727343507640,2024-09-26T12.38.27.640,3.580,-0.216,-0.045,0.848
1727343507660,2024-09-26T12.38.27.660,3.600,-0.264,-0.053,0.862
1727343507680,2024-09-26T12.38.27.680,3.620,-0.235,-0.059,0.893
1727343507700,2024-09-26T12.38.27.700,3.640,-0.250,-0.084,0.953
1727343507720,2024-09-26T12.38.27.720,3.660,-0.302,-0.139,1.011
1727343507740,2024-09-26T12.38.27.740,3.680,-0.298,-0.182,1.004
1727343507760,2024-09-26T12.38.27.760,3.700,-0.241,-0.207,0.995
1727343507780,2024-09-26T12.38.27.780,3.720,-0.220,-0.186,1.017
1727343507800,2024-09-26T12.38.27.800,3.740,-0.207,-0.154,1.049
1727343507820,2024-09-26T12.38.27.820,3.760,-0.156,-0.152,1.101
1727343507840,2024-09-26T12.38.27.840,3.780,-0.139,-0.184,1.301
1727343507860,2024-09-26T12.38.27.860,3.800,-0.191,-0.196,1.448
1727343507880,2024-09-26T12.38.27.880,3.820,-0.202,-0.159,1.488
1727343507900,2024-09-26T12.38.27.900,3.840,-0.131,-0.142,1.475
1727343507920,2024-09-26T12.38.27.920,3.860,-0.111,-0.099,1.513
1727343507940,2024-09-26T12.38.27.940,3.880,-0.189,-0.085,1.506
1727343507960,2024-09-26T12.38.27.960,3.900,-0.233,-0.096,1.465
1727343507980,2024-09-26T12.38.27.980,3.920,-0.131,-0.101,1.443
1727343508000,2024-09-26T12.38.28.000,3.940,-0.041,-0.103,1.451
1727343508020,2024-09-26T12.38.28.020,3.960,0.036,-0.116,1.436
1727343508040,2024-09-26T12.38.28.040,3.980,0.041,-0.125,1.391
1727343508060,2024-09-26T12.38.28.060,4.000,0.058,-0.124,1.350
1727343508080,2024-09-26T12.38.28.080,4.020,0.050,-0.116,1.327
1727343508100,2024-09-26T12.38.28.100,4.040,0.068,-0.115,1.288
1727343508120,2024-09-26T12.38.28.120,4.060,0.081,-0.121,1.211
1727343508140,2024-09-26T12.38.28.140,4.080,0.025,-0.126,1.122
1727343508160,2024-09-26T12.38.28.160,4.100,0.016,-0.088,1.071
1727343508180,2024-09-26T12.38.28.180,4.120,0.046,-0.067,1.074
1727343508200,2024-09-26T12.38.28.200,4.140,0.056,-0.066,1.057
1727343508220,2024-09-26T12.38.28.220,4.160,-0.009,-0.072,1.024
1727343508240,2024-09-26T12.38.28.240,4.180,-0.004,-0.058,1.004
1727343508260,2024-09-26T12.38.28.260,4.200,0.008,-0.038,0.985
1727343508280,2024-09-26T12.38.28.280,4.220,-0.033,-0.033,0.957
1727343508300,2024-09-26T12.38.28.300,4.240,-0.061,-0.043,0.920
1727343508320,2024-09-26T12.38.28.320,4.260,-0.108,-0.028,0.875
1727343508340,2024-09-26T12.38.28.340,4.280,-0.098,-0.002,0.840
1727343508360,2024-09-26T12.38.28.360,4.300,-0.041,0.018,0.811
1727343508380,2024-09-26T12.38.28.380,4.320,-0.083,0.039,0.763
1727343508400,2024-09-26T12.38.28.400,4.340,-0.146,0.039,0.729
1727343508420,2024-09-26T12.38.28.420,4.360,-0.202,0.040,0.698
1727343508440,2024-09-26T12.38.28.440,4.380,-0.147,0.057,0.696
1727343508460,2024-09-26T12.38.28.460,4.400,-0.116,0.064,0.689
1727343508480,2024-09-26T12.38.28.480,4.420,-0.119,0.045,0.677
1727343508500,2024-09-26T12.38.28.500,4.440,-0.170,0.063,0.678
1727343508520,2024-09-26T12.38.28.520,4.460,-0.141,0.056,0.687
1727343508540,2024-09-26T12.38.28.540,4.480,-0.174,0.067,0.736
1727343508560,2024-09-26T12.38.28.560,4.500,-0.314,0.091,0.741
1727343508580,2024-09-26T12.38.28.580,4.520,-0.308,0.085,0.718
1727343508600,2024-09-26T12.38.28.600,4.540,-0.357,0.079,0.695
1727343508620,2024-09-26T12.38.28.620,4.560,-0.348,0.072,0.732
1727343508640,2024-09-26T12.38.28.640,4.580,-0.344,0.098,0.781
1727343508660,2024-09-26T12.38.28.660,4.600,-0.345,0.136,0.816
1727343508680,2024-09-26T12.38.28.680,4.620,-0.378,0.145,0.856
1727343508700,2024-09-26T12.38.28.700,4.640,-0.362,0.112,0.872
1727343508720,2024-09-26T12.38.28.720,4.660,-0.313,0.113,0.911
1727343508740,2024-09-26T12.38.28.740,4.680,-0.267,0.136,0.980
1727343508760,2024-09-26T12.38.28.760,4.700,-0.265,0.140,1.000
1727343508780,2024-09-26T12.38.28.780,4.720,-0.264,0.117,1.003
1727343508800,2024-09-26T12.38.28.800,4.740,-0.238,0.100,1.001
1727343508820,2024-09-26T12.38.28.820,4.760,-0.236,0.115,1.026
1727343508840,2024-09-26T12.38.28.840,4.780,-0.228,0.125,1.045
1727343508860,2024-09-26T12.38.28.860,4.800,-0.211,0.132,1.035
1727343508880,2024-09-26T12.38.28.880,4.820,-0.174,0.133,1.025
1727343508900,2024-09-26T12.38.28.900,4.840,-0.166,0.142,1.022
1727343508920,2024-09-26T12.38.28.920,4.860,-0.161,0.166,1.018
1727343509000,2024-09-26T12.38.29.000,4.940,0.073,0.098,0.848
1727343509020,2024-09-26T12.38.29.020,4.960,0.056,0.090,0.815
1727343509040,2024-09-26T12.38.29.040,4.980,-0.015,0.076,0.806
1727343509060,2024-09-26T12.38.29.060,5.000,-0.049,0.060,0.772
1727343509080,2024-09-26T12.38.29.080,5.020,-0.070,0.081,0.766
1727343509100,2024-09-26T12.38.29.100,5.040,-0.053,0.077,0.778
1727343509120,2024-09-26T12.38.29.120,5.060,-0.090,0.056,0.734
1727343509140,2024-09-26T12.38.29.140,5.080,-0.098,0.057,0.712
1727343509160,2024-09-26T12.38.29.160,5.100,-0.041,0.042,0.745
1727343509180,2024-09-26T12.38.29.180,5.120,0.055,0.009,0.770
1727343509200,2024-09-26T12.38.29.200,5.140,0.056,0.017,0.821
1727343509220,2024-09-26T12.38.29.220,5.160,-0.038,0.018,0.810
1727343509240,2024-09-26T12.38.29.240,5.180,-0.073,-0.035,0.796
1727343509260,2024-09-26T12.38.29.260,5.200,-0.038,-0.047,0.837
1727343509280,2024-09-26T12.38.29.280,5.220,-0.053,-0.026,0.902
1727343509300,2024-09-26T12.38.29.300,5.240,-0.096,-0.050,0.946
1727343509320,2024-09-26T12.38.29.320,5.260,-0.193,-0.099,0.936
1727343509340,2024-09-26T12.38.29.340,5.280,-0.206,-0.158,0.907
1727343509360,2024-09-26T12.38.29.360,5.300,-0.150,-0.159,0.894
1727343509380,2024-09-26T12.38.29.380,5.320,-0.033,-0.163,0.930
1727343509400,2024-09-26T12.38.29.400,5.340,-0.071,-0.163,0.945
1727343509420,2024-09-26T12.38.29.420,5.360,-0.124,-0.170,0.957
1727343509440,2024-09-26T12.38.29.440,5.380,-0.119,-0.203,0.970
1727343509460,2024-09-26T12.38.29.460,5.400,-0.122,-0.233,0.981
1727343509480,2024-09-26T12.38.29.480,5.420,-0.126,-0.237,0.982
1727343509500,2024-09-26T12.38.29.500,5.440,-0.134,-0.211,1.015
1727343509520,2024-09-26T12.38.29.520,5.460,-0.148,-0.216,1.092
1727343509540,2024-09-26T12.38.29.540,5.480,-0.172,-0.281,1.146
1727343509560,2024-09-26T12.38.29.560,5.500,-0.184,-0.297,1.155
1727343509580,2024-09-26T12.38.29.580,5.520,-0.132,-0.272,1.207
1727343509600,2024-09-26T12.38.29.600,5.540,-0.077,-0.297,1.269
1727343509620,2024-09-26T12.38.29.620,5.560,-0.084,-0.332,1.284
1727343509640,2024-09-26T12.38.29.640,5.580,-0.077,-0.347,1.275
1727343509660,2024-09-26T12.38.29.660,5.600,-0.046,-0.330,1.286
1727343509680,2024-09-26T12.38.29.680,5.620,0.009,-0.318,1.288
1727343509700,2024-09-26T12.38.29.700,5.640,0.002,-0.309,1.308
1727343509720,2024-09-26T12.38.29.720,5.660,-0.074,-0.289,1.333
1727343509740,2024-09-26T12.38.29.740,5.680,-0.066,-0.312,1.325
1727343509760,2024-09-26T12.38.29.760,5.700,-0.020,-0.342,1.287
1727343509780,2024-09-26T12.38.29.780,5.720,0.042,-0.350,1.260
1727343509800,2024-09-26T12.38.29.800,5.740,0.129,-0.319,1.280
1727343509820,2024-09-26T12.38.29.820,5.760,0.227,-0.290,1.293
1727343509840,2024-09-26T12.38.29.840,5.780,0.229,-0.271,1.264
1727343509860,2024-09-26T12.38.29.860,5.800,0.248,-0.260,1.234
1727343509880,2024-09-26T12.38.29.880,5.820,0.234,-0.236,1.220
1727343509900,2024-09-26T12.38.29.900,5.840,0.295,-0.230,1.216
1727343509920,2024-09-26T12.38.29.920,5.860,0.317,-0.228,1.180
1727343509940,2024-09-26T12.38.29.940,5.880,0.249,-0.201,1.130
1727343509960,2024-09-26T12.38.29.960,5.900,0.198,-0.175,1.092
1727343509980,2024-09-26T12.38.29.980,5.920,0.210,-0.167,1.056
1727343510000,2024-09-26T12.38.30.000,5.940,0.258,-0.171,1.034
1727343510020,2024-09-26T12.38.30.020,5.960,0.225,-0.145,1.023
1727343510040,2024-09-26T12.38.30.040,5.980,0.162,-0.124,0.996
1727343510060,2024-09-26T12.38.30.060,6.000,0.175,-0.141,0.962
1727343510080,2024-09-26T12.38.30.080,6.020,0.168,-0.130,0.932
1727343510100,2024-09-26T12.38.30.100,6.040,0.176,-0.117,0.892
1727343510120,2024-09-26T12.38.30.120,6.060,0.195,-0.089,0.835
1727343510140,2024-09-26T12.38.30.140,6.080,0.173,-0.066,0.810
1727343510160,2024-09-26T12.38.30.160,6.100,0.096,-0.041,0.812
1727343510180,2024-09-26T12.38.30.180,6.120,0.053,-0.041,0.790
1727343510200,2024-09-26T12.38.30.200,6.140,0.058,-0.021,0.760
1727343510220,2024-09-26T12.38.30.220,6.160,0.067,-0.026,0.722
1727343510240,2024-09-26T12.38.30.240,6.180,-0.015,-0.032,0.651
1727343510260,2024-09-26T12.38.30.260,6.200,-0.092,-0.026,0.593
1727343510280,2024-09-26T12.38.30.280,6.220,-0.181,0.020,0.543
1727343510300,2024-09-26T12.38.30.300,6.240,-0.233,0.054,0.498
1727343510320,2024-09-26T12.38.30.320,6.260,-0.198,0.062,0.524
1727343510340,2024-09-26T12.38.30.340,6.280,-0.239,0.085,0.646
1727343510360,2024-09-26T12.38.30.360,6.300,-0.350,0.093,0.763
1727343510380,2024-09-26T12.38.30.380,6.320,-0.394,0.110,0.816
1727343510400,2024-09-26T12.38.30.400,6.340,-0.325,0.125,0.876
1727343510420,2024-09-26T12.38.30.420,6.360,-0.247,0.100,0.937
1727343510440,2024-09-26T12.38.30.440,6.380,-0.242,0.103,0.982
1727343510460,2024-09-26T12.38.30.460,6.400,-0.260,0.108,0.990
1727343510480,2024-09-26T12.38.30.480,6.420,-0.247,0.098,0.990
1727343510500,2024-09-26T12.38.30.500,6.440,-0.191,0.097,1.005
1727343510520,2024-09-26T12.38.30.520,6.460,-0.158,0.101,1.020
1727343510540,2024-09-26T12.38.30.540,6.480,-0.177,0.085,0.997
1727343510560,2024-09-26T12.38.30.560,6.500,-0.201,0.100,1.002
1727343510580,2024-09-26T12.38.30.580,6.520,-0.137,0.102,1.003
1727343510600,2024-09-26T12.38.30.600,6.540,-0.071,0.083,0.980
1727343510620,2024-09-26T12.38.30.620,6.560,-0.072,0.080,0.961
1727343510640,2024-09-26T12.38.30.640,6.580,-0.089,0.094,0.964
1727343510660,2024-09-26T12.38.30.660,6.600,-0.100,0.105,0.984
1727343510680,2024-09-26T12.38.30.680,6.620,-0.100,0.115,0.992
1727343510700,2024-09-26T12.38.30.700,6.640,-0.074,0.116,1.002
1727343510720,2024-09-26T12.38.30.720,6.660,-0.052,0.104,1.035
1727343510740,2024-09-26T12.38.30.740,6.680,-0.047,0.105,1.040
1727343510760,2024-09-26T12.38.30.760,6.700,-0.030,0.108,1.038
1727343510780,2024-09-26T12.38.30.780,6.720,-0.020,0.090,1.035
1727343510800,2024-09-26T12.38.30.800,6.740,-0.003,0.060,1.003
1727343510820,2024-09-26T12.38.30.820,6.760,0.026,0.058,0.904
1727343510840,2024-09-26T12.38.30.840,6.780,0.122,0.088,0.800
1727343510860,2024-09-26T12.38.30.860,6.800,0.236,0.101,0.801
1727343510880,2024-09-26T12.38.30.880,6.820,0.134,0.122,0.828
1727343510900,2024-09-26T12.38.30.900,6.840,0.070,0.090,0.852
1727343510920,2024-09-26T12.38.30.920,6.860,0.075,0.068,0.864
1727343510940,2024-09-26T12.38.30.940,6.880,0.141,0.068,0.864
1727343510960,2024-09-26T12.38.30.960,6.900,0.134,0.065,0.859
1727343510980,2024-09-26T12.38.30.980,6.920,0.106,0.047,0.827
1727343511000,2024-09-26T12.38.31.000,6.940,0.076,0.057,0.817
1727343511020,2024-09-26T12.38.31.020,6.960,0.097,0.043,0.825
1727343511040,2024-09-26T12.38.31.040,6.980,0.031,0.023,0.836
1727343511060,2024-09-26T12.38.31.060,7.000,-0.061,0.028,0.823
1727343511080,2024-09-26T12.38.31.080,7.020,-0.099,-0.001,0.773
1727343511100,2024-09-26T12.38.31.100,7.040,0.011,-0.064,0.779
1727343511120,2024-09-26T12.38.31.120,7.060,-0.065,-0.101,0.798
1727343511140,2024-09-26T12.38.31.140,7.080,-0.200,-0.110,0.802
1727343511160,2024-09-26T12.38.31.160,7.100,-0.209,-0.127,0.752
1727343511180,2024-09-26T12.38.31.180,7.120,0.016,-0.146,0.786
1727343511200,2024-09-26T12.38.31.200,7.140,0.054,-0.147,0.888
1727343511220,2024-09-26T12.38.31.220,7.160,-0.086,-0.156,0.959
1727343511240,2024-09-26T12.38.31.240,7.180,-0.282,-0.153,0.896
1727343511260,2024-09-26T12.38.31.260,7.200,-0.265,-0.168,0.805
1727343511280,2024-09-26T12.38.31.280,7.220,-0.132,-0.164,0.855
1727343511300,2024-09-26T12.38.31.300,7.240,-0.279,-0.164,0.874
1727343511320,2024-09-26T12.38.31.320,7.260,-0.373,-0.209,0.865
1727343511340,2024-09-26T12.38.31.340,7.280,-0.375,-0.210,0.942
1727343511360,2024-09-26T12.38.31.360,7.300,-0.404,-0.199,1.031
1727343511380,2024-09-26T12.38.31.380,7.320,-0.337,-0.221,1.113
1727343511400,2024-09-26T12.38.31.400,7.340,-0.403,-0.270,1.134
